RNF39 AP1B1
MRPL55 MRPL40
MRPL55 MRPL47
MRPL55 MRPL42
MRPL55 MRPS15
MRPL55 MRPL51
MRPL55 MRPL19
MRPL55 MRPL52
MRPL55 MRPL20
MRPL55 MRPS6
MRPL55 MRPL33
MRPL55 MRPL14
MRPL55 MRPL43
STOX2 CSNK1E
BAZ2A CDK2
BAZ2A FBL
BAZ2A NCK1
CRCP POLR1C
CRCP POLR3E
CRCP DYNLRB1
KLC3 KDM1A
KLC3 YWHAG
KLC3 YWHAZ
KLC3 KIF5B
KLC3 KRT13
KLC3 DTX2
KLC3 STX11
KLC3 KLC3
BID CSNK2A1
BID GAPDH
BID CSNK2B
BID REL
BID TNFRSF1A
BID BAG3
BID AHCYL1
BID CSNK1A1
BID CASP3
BID MCL1
BID TLE1
BID CSNK2A2
BID BAK1
BID CASP10
BID PLEKHM1
BID CAPN2
BID BID
BID CSNK1E
BID TNFRSF10B
LIPE NSFL1C
LIPE CAVIN1
LIPE PLIN2
ADAM17 PDIA3
ADAM17 NOTCH1
ADAM17 PXN
ADAM17 TGFA
ADAM17 SH3D19
CKMT1A YWHAZ
CKMT1A PSMC3
CKMT1A EIF1B
CKMT1A CKMT1A
CKMT1A PPP1R16A
GOLPH3L ARL6IP1
GOLPH3L LNX1
CMPK1 YWHAZ
CMPK1 NME3
CMPK1 NME1
CMPK1 EIF1B
CMPK1 MCC
IPO7 MYC
IPO7 EGFR
IPO7 YWHAZ
IPO7 STAU1
IPO7 KPNB1
IPO7 RAN
IPO7 TNPO1
IPO7 SRP19
IPO7 ZBTB38
TP53I3 MDM2
LCN1 ALOX5
MFSD11 FXYD3
MFSD11 GJB3
RRAD CSNK2A1
RRAD EGFR
RRAD RAC1
RRAD YWHAZ
RRAD CSNK2A2
RRAD NME1
SLC9A1 DAXX
SLC9A1 RAC1
SLC9A1 KRAS
SLC9A1 TNFRSF1A
SLC9A1 RPS6KA3
SLC9A1 MAP4K4
SLC9A1 CALM2
SLC9A1 MDFI
SLC9A1 RPS6KA5
BTBD1 UBE2M
BTBD1 TOP1
BTBD1 CUL3
BTBD1 LNX1
BTBD1 COPS4
BTBD1 BTBD1
TOLLIP ATXN1
TOLLIP SIAH1
TOLLIP KRT8
TOLLIP TOM1L1
TOLLIP SQSTM1
TOLLIP FTH1
TOLLIP BHLHE40
TOLLIP CPSF6
TOLLIP ZRANB1
TOLLIP RBFOX2
TOLLIP UBAP2L
TOLLIP IRAK2
TOLLIP TENT5A
TOLLIP IL1RAP
TOLLIP TOLLIP
TOLLIP IL1R1
TOLLIP TOM1L2
TOLLIP WRNIP1
TOLLIP SUN1
TOLLIP TMEM159
TOLLIP CHD6
TOLLIP CDIP1
TOLLIP STN1
TOLLIP ZMYND19
B4GALT1 EGFR
B4GALT1 TUBA4A
B4GALT1 B3GNT8
B4GALT1 B4GALT1
B4GALT1 B3GNT3
B4GALT1 GCNT3
B4GALT1 B3GNT2
TRAF7 UBE2L3
TRAF7 CYLD
TRAF7 RIPK4
TRAF7 TRAF7
MYCBP2 MYC
MYCBP2 YWHAG
MYCBP2 YWHAZ
MYCBP2 PAK1
MYCBP2 UBE2D3
MYCBP2 SKP1
MYCBP2 NR1D1
MYCBP2 LGALS3BP
MYCBP2 BAK1
MAP2K4 MAP3K4
MAP2K4 RXRA
MAP2K4 CFLAR
MAP2K4 MAP2K4
MAP2K4 SPAG9
HCCS SENP2
EMC2 PHB
EMC2 NOC4L
EMC2 EMC3
EMC2 EMC6
EMC2 SS18L2
SLC2A1 SUMO1
SLC2A1 GAPDH
SLC2A1 PDIA3
SLC2A1 CALR
SLC2A1 TNFRSF1A
SLC2A1 GIPC1
KIAA1191 GSK3B
KIAA1191 NOL12
AKR1C1 AKR1C1
AKR1C1 PTPN3
EPCAM EPCAM
CITED2 CREBBP
CITED2 EP300
CITED2 PTK2
CITED2 APEX1
CITED2 TFAP2A
CITED2 TFAP2C
CITED2 SMAD3
CITED2 TFAP2B
CITED2 KPNB1
CITED2 CITED4
NQO2 SP1
NQO2 SP3
NQO2 NQO2
ARL3 TLE1
ARL3 RIF1
ARL3 GOLGA4
PLEKHB2 TAX1BP1
PLEKHB2 HIVEP1
PLEKHB2 BHLHE40
PLEKHB2 PSMD14
PLEKHB2 UPF1
PLEKHB2 PITX1
PLEKHB2 UBB
PLEKHB2 UBAC1
PLEKHB2 EMP1
PLEKHB2 GJB2
PLEKHB2 UBAP2
PLEKHB2 YOD1
PLEKHB2 SYNGR1
FAM184A GOLGA2
FAM184A AMOTL2
FAM184A PPP1R13B
RER1 SCAND1
RHPN2 SMURF1
RHPN2 KRT18
RHPN2 TGFBR1
RHPN2 CNKSR1
DR1 DRAP1
DR1 POLE3
MRPL20 TP53BP2
MRPL20 MRPL3
MRPL20 ACP1
MRPL20 MRPL50
MRPL20 CALM2
MRPL20 MRPS10
MRPL20 MRPL40
MRPL20 MRPL47
MRPL20 MRPL42
MRPL20 MRPS15
MRPL20 MRPL51
MRPL20 MRPL19
MRPL20 MRPS6
MRPL20 MRPL52
MRPL20 MRPL14
MRPL20 MRPL33
MRPL20 MRPL43
SPRR2A POU2F3
SPRR2A EVPL
ERMP1 BCL2L13
ERMP1 IER3IP1
ERMP1 SLC23A2
ERMP1 LYPD5
EGF EGFR
EGF LMNA
EGF ERBB2
EGF ERBB3
EGF RPS6KA5
EGF NRG1
EGF CPM
EGF EGF
ISOC2 CDKN2A
ISOC2 CALML3
ISOC2 ISOC2
UTP15 EGFR
UTP15 FBL
UTP15 UTP4
ADAM15 ATXN1
ADAM15 ITGB1
ADAM15 MEF2D
ADAM15 NCK1
ADAM15 SH3PXD2A
ADAM15 SH3D19
ADAM15 YES1
ADAM15 SH3GLB1
ADAM15 PACSIN3
ADAM15 ITGAV
DCAF6 SMAD2
DCAF6 DDB1
DCAF6 CUL4A
DCAF6 TGFBR1
DCAF6 MDFI
CCDC25 SMAD2
HNRNPAB MYC
HNRNPAB TP63
HNRNPAB YWHAG
HNRNPAB HNRNPA2B1
HNRNPAB HNRNPD
HNRNPAB STAU1
HNRNPAB ATG12
HNRNPAB SYNCRIP
HNRNPAB RBFOX2
HNRNPAB ELAVL2
VEZT CDH1
VEZT VEZT
NDFIP2 SMURF1
NDFIP2 NEDD4L
GAPDH MDM2
GAPDH PKM
GAPDH ATXN1
GAPDH EGFR
GAPDH CDKN2A
GAPDH EIF3K
GAPDH CDKN1A
GAPDH PRKCI
GAPDH SIAH1
GAPDH GSK3B
GAPDH SET
GAPDH HSP90AA1
GAPDH PLD2
GAPDH PRDX1
GAPDH GAPDH
GAPDH PGK1
GAPDH TPI1
GAPDH ENO1
GAPDH PGAM1
GAPDH ALDOA
GAPDH CYLD
GAPDH PDIA3
GAPDH RPS24
GAPDH S100A6
GAPDH MCL1
GAPDH ATP5F1A
GAPDH ANXA7
GAPDH HNRNPD
GAPDH PXN
GAPDH PSEN1
GAPDH YWHAE
GAPDH REL
GAPDH OSTF1
GAPDH EIF3B
GAPDH MCC
GAPDH KPNB1
GAPDH DYNLL1
GAPDH PSMD11
GAPDH EIF1B
GAPDH ATN1
GAPDH ANXA2
GAPDH PHB
GAPDH HSPA8
GAPDH TNPO1
GAPDH RAN
GAPDH RAB2A
GAPDH STIP1
GAPDH TXN
GAPDH MAPK13
GAPDH HSPD1
GAPDH PTK2
GAPDH HNRNPA2B1
GAPDH LAMTOR5
GAPDH ACYP2
GAPDH VDAC2
GAPDH RPLP0
GAPDH YWHAZ
GAPDH LRPPRC
GAPDH PDCD6IP
GAPDH ANXA1
PHLDB3 MDM2
DRAP1 SMARCA4
DRAP1 SMAD2
DRAP1 POLR2A
DRAP1 SMARCC2
DRAP1 CCNC
DRAP1 GTF2B
DRAP1 GTF2H1
DRAP1 SMARCD2
DRAP1 POLE3
DRAP1 TAF9
DRAP1 DRAP1
DRAP1 DNAJB11
DRAP1 GTF2F1
DRAP1 LNX1
STK38L SMURF1
STK38L SENP2
STK38L STK24
STK38L STK38L
CDC42EP4 CDC42
CDC42EP4 TGFBR1
ORMDL2 EBP
ORMDL2 CYB561
ORMDL2 FAM210B
MAP1LC3B TAX1BP1
MAP1LC3B UBE2L3
MAP1LC3B SQSTM1
MAP1LC3B ULK1
MAP1LC3B ATG13
MAP1LC3B VCP
MAP1LC3B USP14
MAP1LC3B PRKCI
MAP1LC3B SAFB2
MAP1LC3B ADNP
MAP1LC3B TBC1D15
MAP1LC3B RASSF5
MAP1LC3B ATG2A
MAP1LC3B CLINT1
MAP1LC3B SAFB
MAP1LC3B AAMP
MAP1LC3B SPAG9
MAP1LC3B TAF7
MAP1LC3B SEM1
MAP1LC3B NCOA7
MAP1LC3B TMOD3
MAP1LC3B UPF2
MAP1LC3B DBI
MAP1LC3B RABGAP1
DEGS1 EGFR
PATJ PAX6
PATJ CD2AP
PATJ PARD3
PATJ AMOTL2
PATJ MPP7
PATJ MPP5
PATJ CLDN1
PATJ CRB3
PATJ HOMER1
NRIP3 UBL5
NRIP3 C14orf119
SYNCRIP TP63
SYNCRIP CDC5L
SYNCRIP HNRNPU
SYNCRIP ILF2
SYNCRIP DHX9
SYNCRIP SRSF1
SYNCRIP HNRNPA2B1
SYNCRIP HNRNPD
SYNCRIP EBNA1BP2
SYNCRIP SNW1
SYNCRIP HNRNPM
SYNCRIP PHB
SYNCRIP STAU1
SYNCRIP ILF3
SYNCRIP ATP5F1C
SYNCRIP HMGA1
SYNCRIP RPL24
SYNCRIP RPLP0
SYNCRIP HNRNPR
SYNCRIP SYT7
SYNCRIP DHX15
SYNCRIP UPF1
SYNCRIP RBM8A
SYNCRIP RBMX
SYNCRIP PHF5A
SYNCRIP FRG1
SYNCRIP MRPS15
SYNCRIP SNRPD1
SYNCRIP POLR1C
SYNCRIP DHX8
SYNCRIP SNRPE
SYNCRIP SLU7
SYNCRIP RALY
SYNCRIP LSM3
SYNCRIP PAK1IP1
SYNCRIP PUF60
SYNCRIP SLC25A3
SYNCRIP ZCCHC8
SYNCRIP SNRPA1
SYNCRIP PRKRA
SYNCRIP SRRM1
SYNCRIP RPL23
SYNCRIP MOV10
SYNCRIP CSDE1
SYNCRIP TEX10
SYNCRIP CWC22
SYNCRIP LYAR
SYNCRIP SNRPF
SYNCRIP ALYREF
SYNCRIP INSR
SYNCRIP RSL1D1
SYNCRIP STK24
SYNCRIP SF3B6
SYNCRIP IVNS1ABP
SYNCRIP SNRPD3
SYNCRIP PNN
TNKS1BP1 CDK2
TNKS1BP1 TOB1
TNKS1BP1 TNKS2
SYNPO2 YWHAG
SYNPO2 YWHAZ
RRM1 YWHAG
RRM1 TXNRD1
RRM1 RRM1
RRM1 MCC
RRM1 RIF1
COMMD4 RELA
COMMD4 COMMD1
COMMD4 TFDP1
SPRR1B SP1
SETX CDC42
SETX TF
MCTS1 UBAC1
MCTS1 DENR
ADIRF IL18
ATP5PD PHB
ATP5PD ATP5F1C
ATP5PD ATP5F1A
ATP5PD ATP5F1B
ATP5PD CHCHD2
ATP5PD ATP5IF1
ATP5PD ATP5PO
ATP5PD ATP5F1D
ATP5PD ATP5ME
ATP5PD ATP5MC1
ATP5PD MT-ATP8
ATP5PD ATP5PF
ATP5PD MT-ATP6
EPHX1 NFYA
EPHX1 FOXA1
RFX1 SMAD1
RFX1 HIVEP2
RFX1 NFIX
TF CALR
TF IGFBP3
TF UPF1
TF TTR
TF RYR1
TF GTF2F2
TF IGFBP6
TF IGFBP2
TF TFRC
TF TF
TF GOLM1
TF FAM210B
CASP4 PSEN1
CASP4 CDK2
CASP4 XIAP
CASP4 USP9X
CASP4 CASP3
CASP4 CASP10
CASP4 SRPRB
CASP4 SNRPA1
CASP4 PSMD6
CASP4 TMEM147
CASP4 DSP
CASP4 SSR4
CASP4 HIGD1A
CASP4 CCDC59
CASP4 CASP14
CASP4 IL18
CASP4 CASP4
CNNM4 PTP4A2
EXOSC7 EXOSC6
EXOSC7 MPHOSPH6
EXOSC7 UBE2Q2
SLMAP PPP2CA
SLMAP RABGEF1
SLMAP ZRANB1
SLMAP PPP2CB
SLMAP PDCD10
SLMAP STK24
SLMAP STRN
SLMAP STRN3
SLMAP MOB4
SLMAP STK26
TRIM28 MDM2
TRIM28 NR4A1
TRIM28 MYC
TRIM28 EZH2
TRIM28 CDKN2A
TRIM28 LMNA
TRIM28 SMARCA4
TRIM28 KDM1A
TRIM28 TRIM28
TRIM28 CBX3
TRIM28 CEBPB
TRIM28 SERTAD1
TRIM28 PPP1CB
TRIM28 CCT8
TRIM28 LARP7
TRIM28 CCT3
TRIM28 STAU1
TRIM28 HUWE1
TRIM28 RC3H1
TRIM28 PARK7
TRIM28 PCBP1
TRIM28 TRIM33
TRIM28 UBE2M
TRIM28 YWHAZ
TRIM28 ARF6
TRIM28 CCNA1
TRIM28 SMARCC2
C1D SH3GLB1
C1D NR1D1
INSR SP1
INSR PTK2
INSR IGF1R
INSR CAV1
INSR SHC1
INSR SMAD2
INSR VAV3
INSR KHDRBS1
INSR GAB1
INSR IRS1
INSR PTPN1
INSR CRK
INSR IRS2
INSR PTPRF
INSR PTPRK
INSR PHB
INSR SOCS6
INSR PRKCI
INSR PPP2CA
INSR SQSTM1
INSR HMGA1
INSR GRB7
INSR INSR
INSR CALM2
INSR CEACAM1
INSR ACP1
INSR BLVRA
S100A10 SP1
S100A10 ANXA2
S100A10 CDK16
S100A10 AHNAK
S100A10 ANXA7
S100A10 CTSB
S100A10 S100A10
S100A10 SUPT6H
TMEM45B NSG1
TMEM45B APOD
TMEM45B SYNGR1
TMEM45B UPK1B
TMEM45B SMAGP
TMEM45B TMEM254
TUSC2 MDFI
TUSC2 HSPA4L
TUSC2 LRBA
NAA20 NAA25
NAA20 NAA20
SIRT7 DDB1
SIRT7 FBL
SIRT7 NOP58
GSTK1 MCM4
GSTK1 ARL1
GSTK1 LRPPRC
GSTK1 CDK2
GSTK1 DDB1
GSTK1 PDCD6IP
GSTK1 DNAJA1
GSTK1 PTPRK
GSTK1 HNRNPM
GSTK1 CUL4A
GSTK1 ATXN10
GSTK1 PFKP
GSTK1 SLC3A2
GSTK1 EIF4G2
GSTK1 RPS6KA3
GSTK1 PCBP1
GSTK1 CCDC47
GSTK1 SRPRB
GSTK1 COPB2
GSTK1 IGF2BP2
GSTK1 AHSA1
GSTK1 SNRPA1
GSTK1 SLC1A5
GSTK1 CYCS
GSTK1 POLR1C
GSTK1 RPN2
GSTK1 TMED10
GSTK1 TMCO1
GSTK1 EHD4
GSTK1 TIMM23
GSTK1 NOC4L
GSTK1 SEC63
GSTK1 RPRD1A
GSTK1 RAB3GAP1
GSTK1 DCXR
GSTK1 GSTK1
TRIR CDC5L
TRIR DDX17
TRIR WBP11
TRIR DHX9
TRIR SRSF1
TRIR SNW1
TRIR TRA2B
TRIR SPEN
TRIR RBM25
TRIR RBM39
TRIR BCAS2
TRIR ALYREF
TRIR SRSF11
TRIR PRPF40A
TRIR SRRM1
TRIR MFAP1
TRIR SF1
TRIR PPM1G
TRIR SRSF9
TRIR BUD31
TRIR DHX8
TRIR MOV10
TRIR CPSF6
TRIR DHX15
TRIR SNRPA1
TRIR THOC3
TRIR THOC7
TRIR IK
TRIR SNRPA
TRIR SRSF2
TRIR RBM8A
TRIR CDK12
TRIR ACIN1
TRIR SF3B6
TRIR LUC7L3
TRIR SLU7
TRIR DDX46
TRIR SRRT
TRIR PUF60
TRIR PRPF18
TRIR SF3B4
TRIR HTATSF1
TRIR NCBP2
TRIR CWC22
TRIR SRSF4
TRIR SMNDC1
GTF2F2 LMNA
GTF2F2 CLSTN1
GTF2F2 KLF5
GTF2F2 POLR2A
GTF2F2 ATF4
GTF2F2 AHR
GTF2F2 VAV3
GTF2F2 POLR2H
GTF2F2 ATP1A1
GTF2F2 GTF2B
GTF2F2 GTF2H1
GTF2F2 GTF2F1
GTF2F2 GTF2E2
GTF2F2 PFDN2
GTF2F2 POLR2L
GTF2F2 PITPNA
GTF2F2 HTATSF1
GTF2F2 RNF168
GTF2F2 COX6C
GTF2F2 ACSL3
GTF2F2 GTF2F2
GTF2F2 CEBPG
GTF2F2 UBXN8
GTF2F2 ZMYND19
SDHD FH
SDHD OXCT1
SDHD SUCLG1
SDHD SDHC
HSPA6 NFKB2
HSPA6 HSPA8
HSPA6 REL
HSPA6 TNFRSF1A
HSPA6 AHCYL1
HSPA6 RC3H1
HSPA6 DNAJB4
HSPA6 LGALS7B
HSPA6 LGALS7
PTBP1 HNRNPU
PTBP1 YWHAZ
PTBP1 HNRNPA2B1
PTBP1 HNRNPD
PTBP1 PXN
PTBP1 CYLD
PTBP1 CASP3
PTBP1 HMGA1
PTBP1 MED10
PTBP1 PCBP1
PTBP1 TJP1
PTBP1 FUBP1
PTBP1 MOV10
PTBP1 SNRPA
PTBP1 PTBP1
PTBP1 CPSF6
PTBP1 CALCOCO2
PTBP1 CAPRIN1
PTBP1 PCF11
ITGB1 PTK2
ITGB1 PDIA3
ITGB1 IGF1R
ITGB1 KRAS
ITGB1 NME1
ITGB1 PXN
ITGB1 CD9
ITGB1 MAP4K4
ITGB1 CD63
ITGB1 FBXO2
ITGB1 ITGAV
ITGB1 TGM2
ITGB1 ADAM9
ITGB1 ACTN4
ITGB1 LGALS3BP
ITGB1 CNOT1
ITGB1 RGS12
ITGB1 FBLN1
ITGB1 SLC3A2
ITGB1 VEGFC
ITGB1 ITGA2
ITGB1 BSG
ITGB1 VEGFA
ITGB1 TSPAN3
ITGB1 COL18A1
ITGB1 ARHGAP5
ITGB1 CD46
ITGB1 RABGAP1
ITGB1 PAX6
ITGB1 IGFBP2
ITGB1 ITGB1
DIAPH1 RAC1
DIAPH1 PAX6
DIAPH1 PTPRF
DIAPH1 BAIAP2
DIAPH1 PRPF40A
DIAPH1 WBP4
STK35 SMURF1
STK35 TGFBR1
STK35 PDLIM1
STK35 STK35
DNPEP MDFI
DNPEP SAT1
DNPEP LNX1
DNPEP DNPEP
SMARCA1 ERCC6
FBXO2 SKP1
FBXO2 PFDN6
FBXO2 GJB2
MKNK2 EIF4G1
MKNK2 MKNK2
MIOS FAF1
MIOS SESN2
MIOS WDR59
EIF2S2 CSNK2A1
EIF2S2 CSNK2B
EIF2S2 NCK1
EIF2S2 EIF2B5
EIF2S2 EIF4G2
EIF2S2 UPF1
EIF2S2 TLE1
EIF2S2 EIF5
EIF2S2 HDGF
EIF2S2 PLEKHM1
CELSR2 CRK
CELSR2 NCK1
CELSR2 PHF10
CELSR2 KLF6
COL4A5 CDKN1A
COL4A5 ANXA7
COL4A5 RNF10
COL4A5 SERPINE2
COL4A5 ATP6V0B
COL4A5 SAR1A
COL4A5 SLC16A2
IFRD2 G3BP1
IFRD2 MDFI
DCXR DCXR
TNFRSF10B TNFRSF1A
TNFRSF10B MUC1
TNFRSF10B CASP10
TNFRSF10B CFLAR
TNFRSF10B RIPK1
TNFRSF10B TNFRSF10A
TNFRSF10B ASPH
EPHA1 EFNA1
WNK2 ATXN1
WNK2 YWHAZ
PUM3 EBNA1BP2
PUM3 STAU1
PUM3 DKC1
PUM3 BRIX1
RBM8A CDC5L
RBM8A HNRNPU
RBM8A DDX17
RBM8A WBP11
RBM8A DHX9
RBM8A SRSF1
RBM8A HNRNPA2B1
RBM8A SNW1
RBM8A HNRNPM
RBM8A TRA2B
RBM8A SPEN
RBM8A RBM25
RBM8A RBM39
RBM8A BCAS2
RBM8A ALYREF
RBM8A SRSF11
RBM8A UPF1
RBM8A PRPF40A
RBM8A SNRPD3
RBM8A SNRPD1
RBM8A PNN
RBM8A SRRM1
RBM8A HNRNPR
RBM8A MFAP1
RBM8A NXF1
RBM8A SF1
RBM8A PPM1G
RBM8A SRSF9
RBM8A BUD31
RBM8A SNRPF
RBM8A DHX8
RBM8A RBMX
RBM8A MOV10
RBM8A CPSF6
RBM8A DHX15
RBM8A RALY
RBM8A SRPK2
RBM8A SNRPA1
RBM8A THOC3
RBM8A THOC7
RBM8A IK
RBM8A SNRPA
RBM8A SNRPE
RBM8A SRPK1
RBM8A SMG1
RBM8A UPF2
RBM8A SRSF2
RBM8A CDK12
RBM8A SMNDC1
RBM8A SF3B4
RBM8A CWC22
RBM8A PRPF18
RBM8A SLU7
RBM8A FRG1
RBM8A SRRT
RBM8A LUC7L3
RBM8A PUF60
RBM8A ZCCHC8
RBM8A DDX46
RBM8A LSM3
RBM8A HTATSF1
RBM8A ACIN1
RBM8A SRSF4
RBM8A SF3B6
RBM8A NCBP2
AGL RASSF5
AGL SMAD3
AGL PYGL
PRDX5 PRDX1
PRDX5 PARK7
PRDX5 PRDX6
PRDX5 NUFIP2
PRDX5 PRDX2
PABPN1 SMARCA4
PABPN1 YWHAZ
PABPN1 HSP90AA1
PABPN1 SNW1
PABPN1 PA2G4
PABPN1 STAU1
PABPN1 TNPO1
PABPN1 DNAJB4
BNIPL CDC42
BNIPL BNIPL
BNIPL MIF
FUBP3 PAX9
ATXN7L3 SERTAD1
ATXN7L3 TAF9
AEBP2 EZH2
AEBP2 BTRC
AEBP2 MDFI
PHF1 HDAC2
PHF1 EZH2
PHF1 DDB1
PHF1 HOMEZ
PHF1 BHLHE40
PHF1 MDFI
PHF1 CALCOCO2
PHF1 TP53BP2
PHF1 ZRANB1
PHF1 AVPI1
PHF1 FOSB
NXT1 STAU1
NXT1 RAN
NXT1 NXF1
PAF1 POLR2A
PAF1 LEO1
PAF1 CHD1
PAF1 WDR61
PAF1 MSL1
PAF1 NR2F6
ERLIN1 FA2H
TRAPPC3 TRAPPC6B
TRAPPC3 TRAPPC2B
CNKSR1 RALGDS
CNKSR1 CYTH2
CNKSR1 RHOD
CNKSR1 RHOC
ZRANB1 EZH2
ZRANB1 CDC5L
ZRANB1 XRCC5
ZRANB1 VAV3
ZRANB1 ARHGEF5
ZRANB1 CACYBP
ZRANB1 TRAF4
ZRANB1 KIFC3
ZRANB1 GADD45GIP1
ZRANB1 HECTD1
ZRANB1 MFAP1
ZRANB1 PLEKHN1
ZRANB1 MAP4K4
ZRANB1 STRN
ZRANB1 STRN3
ZRANB1 CTTNBP2NL
ZRANB1 BICD2
ZRANB1 PPP2R1B
ZRANB1 LNX1
ZRANB1 KIF9
ZRANB1 SYT17
ZRANB1 POLR1C
ZRANB1 FAM214B
ZRANB1 BRD1
ZRANB1 TNS4
ZRANB1 DTNB
ZRANB1 CCDC120
ZRANB1 CCNL1
ZRANB1 METAP1
ZRANB1 RHOBTB3
ZRANB1 PRPF18
ZRANB1 ANKRD11
ZRANB1 TRAPPC2B
TBC1D23 EIF3B
TBC1D23 SSBP3
TBC1D23 FAM214B
VEGFC VEGFC
TMEM14B EBP
TMEM14B ARL6IP1
TMEM14B STX3
TMEM14B STX6
TMEM14B UBIAD1
TMEM14B TMEM51
TMEM14B TMEM147
TMEM14B TMEM11
TMEM14B PDZK1IP1
TMEM14B COMT
TMEM14B CXCL16
TMEM14B EMC6
TMEM14B SYNGR1
TMEM14B YIPF6
TMEM14B UBXN8
TMEM14B ARL8B
TMEM14B SQLE
TMEM14B FA2H
TMEM14B YIF1A
TMEM14B TIMMDC1
TMEM14B NIPAL3
TMEM14B CYB561
TMEM14B ABHD5
TMEM14B TMEM14A
TMEM14B PLP2
TMEM14B SLC39A7
TMEM14B TMEM254
TMEM14B IER3IP1
TMEM14B KCNK1
TMEM14B TMEM14B
TMEM14B TMEM50B
TMEM14B EI24
TMEM14B SAR1B
TMEM14B TLCD1
TMEM14B SMAGP
TMEM14B LPAR3
TMEM14B SLC35A4
TMEM14B TMEM50A
TMEM14B TIMM23
TAX1BP1 DAXX
TAX1BP1 RNF11
TAX1BP1 SHC1
TAX1BP1 MYO6
TAX1BP1 BRD7
TAX1BP1 RIPK1
TAX1BP1 CALCOCO2
TAX1BP1 DSTN
TAX1BP1 PLEKHN1
TAX1BP1 GABARAPL1
TAX1BP1 UBB
TAX1BP1 KIF5B
TAX1BP1 RAB18
TAX1BP1 TAX1BP1
TAX1BP1 LNX1
TAX1BP1 TRAF4
TAX1BP1 POLR1C
TAX1BP1 RAD23B
TAX1BP1 TBC1D15
PGAM1 YWHAZ
PGAM1 PAK1
PGAM1 ENO1
PGAM1 PGK1
PGAM1 MAPK13
PGAM1 PKP4
PGAM1 ACYP2
PGAM1 ARL4D
SQLE REEP4
CTTN EGFR
CTTN EP300
CTTN CDK2
CTTN CASP3
CTTN CD2AP
CTTN PXN
CTTN PAK1
CTTN PTPN1
CTTN TJP1
CTTN CTTN
ASS1 MYC
ASS1 YWHAZ
ASS1 NOS2
ASS1 ASS1
BRD2 POLR2A
BRD2 CSNK2A2
BRD2 BRD2
SESN2 PRDX1
SESN2 SQSTM1
SESN2 ULK1
SESN2 WDR59
MRPL43 MRPL3
MRPL43 MRPL50
MRPL43 MRPS10
MRPL43 MRPL40
MRPL43 MRPL47
MRPL43 MRPL42
MRPL43 MRPS15
MRPL43 MRPL51
MRPL43 MRPL19
MRPL43 MRPS6
MRPL43 MRPL52
MRPL43 MRPL14
MRPL43 MRPL33
HNRNPU MDM2
HNRNPU RELA
HNRNPU MYC
HNRNPU CDKN2A
HNRNPU DDX1
HNRNPU CDC5L
HNRNPU CDK7
HNRNPU EP300
HNRNPU NFKB2
HNRNPU APEX1
HNRNPU SNW1
HNRNPU ILF2
HNRNPU BAG3
HNRNPU BTRC
HNRNPU POLR2A
HNRNPU RBM39
HNRNPU GTF2F1
HNRNPU DHX9
HNRNPU HSPA5
HNRNPU STAU1
HNRNPU RSL1D1
HNRNPU RPLP0
HNRNPU HNRNPA0
HNRNPU RPS24
HNRNPU NOP58
HNRNPU MARCKS
HNRNPU HNRNPD
HNRNPU RTRAF
HNRNPU IVNS1ABP
HNRNPU ERCC6
HNRNPU RC3H1
HNRNPU LARP7
HNRNPU ATP5F1C
HNRNPU UPF1
HNRNPU RBMX
HNRNPU FBL
HNRNPU TOP1
HNRNPU PHF5A
HNRNPU FRG1
HNRNPU RPL10A
HNRNPU MRPS15
HNRNPU PHB
HNRNPU SNRPD1
HNRNPU POLR1C
HNRNPU SRSF1
HNRNPU SLC25A3
HNRNPU EWSR1
HNRNPU YWHAZ
HNRNPU PNN
HNRNPU SNRPF
HNRNPU SF3B6
HNRNPU SNRPD3
HNRNPU ALYREF
HNRNPU DDX17
HNRNPU RPL24
HNRNPU MOV10
HNRNPU LSM3
HNRNPU RPL23
HNRNPU BRIX1
HNRNPU SRRM1
HNRNPU PAK1IP1
HNRNPU SNRPA1
HNRNPU DHX8
HNRNPU HNRNPM
HNRNPU STOML2
HNRNPU ELL
HNRNPU SCYL2
HNRNPU DHX15
HNRNPU TUFM
HNRNPU CASP3
HNRNPU RALY
HNRNPU SLU7
HNRNPU ILF3
HNRNPU WBP4
HNRNPU EBNA1BP2
HNRNPU CWC22
HNRNPU HNRNPR
HNRNPU HNRNPA2B1
HNRNPU LYAR
HNRNPU SRPK1
HNRNPU TEX10
HNRNPU ZCCHC8
HNRNPU GTF2H1
HNRNPU SNRPE
PPP6R3 YWHAG
PPP6R3 KDM6A
EIF4G1 ARF6
EIF4G1 HSPA8
EIF4G1 CTBP2
EIF4G1 CDK2
EIF4G1 YWHAZ
EIF4G1 EIF3B
EIF4G1 HNRNPD
EIF4G1 USP10
EIF4G1 G3BP1
EIF4G1 RC3H1
EIF4G1 EIF1
EIF4G1 MCC
EIF4G1 EIF3J
EIF4G1 EIF5
EIF4G1 NCBP2
EIF4G1 EIF4G1
EIF4G1 PDCD4
EIF4G1 EIF3H
EIF4G1 EIF3A
EIF4G1 INTS6
EIF4G1 UPF2
EIF4G1 DTX2
A4GALT TFAP2A
CAPRIN1 PTK2
CAPRIN1 CYLD
CAPRIN1 G3BP1
CAPRIN1 TJP1
CAPRIN1 CPSF6
CAPRIN1 WBP4
CAPRIN1 PCF11
ASCC3 SRF
