RNF39 AP1B1
SMARCA5 DDB1
SMARCA5 HSPA5
SMARCA5 FBL
SMARCA5 CBX3
SMARCA5 SMARCC2
SMARCA5 MTA2
SMARCA5 MYO1C
SMARCA5 POLE3
SMARCA5 BAZ2A
SMARCA5 BAZ1A
SMARCA5 SMARCA5
SMARCA5 CBX4
SMARCA5 TAF9
SMARCA5 RING1
SMARCA5 RAN
SMARCA5 COBLL1
SMARCA5 ZFP91
SMARCA5 SRRT
SMARCA5 CUL4A
MAP3K9 HSP90AA1
MAP3K9 SH3RF1
MAP3K9 MAP3K9
ARMC10 MME
PTBP3 TOLLIP
FRS2 EGFR
FRS2 SOS1
FRS2 GAB1
FRS2 PRKCI
FRS2 NCK1
FRS2 PAK1
FRS2 INSR
FRS2 PTPRF
FRS2 CRK
FRS2 DDR1
VAPA EGFR
VAPA EBP
VAPA TNFRSF1A
VAPA MAP4K3
VAPA ARHGEF12
VAPA FAF1
VAPA VDAC2
VAPA VAMP2
VAPA ATP6V1E1
VAPA APOD
VAPA OSBP
VAPA RAB3GAP1
VAPA NDUFA2
VAPA PITPNM1
VAPA VAPA
VAPA CYB561
RTCB DDX1
RTCB YWHAZ
RTCB HNRNPM
RTCB RTRAF
RTCB TRMT10C
FHL2 MDM2
FHL2 SRF
FHL2 CREBBP
FHL2 RUNX1
FHL2 MYC
FHL2 ATXN1
FHL2 EGFR
FHL2 EP300
FHL2 ITGB1
FHL2 SMAD3
FHL2 SMAD2
FHL2 REL
FHL2 FHL2
FHL2 ITGB6
FHL2 BLZF1
FHL2 REV1
FHL2 IER3
FHL2 DTX2
FHL2 ITGA2
FHL2 SPHK1
FHL2 GPNMB
FHL2 SAP30BP
FHL2 PUF60
FHL2 ZMYM4
FHL2 KIAA1217
FHL2 ADAM17
FHL2 FAM214B
FHL2 BARX2
FHL2 MISP
FHL2 GTF2H1
FHL2 PHF1
FHL2 ABI1
FHL2 SH3RF1
FHL2 PKNOX1
FHL2 KIF5B
FHL2 GTF2F2
FHL2 ZNF655
SH3RF1 RAC1
SH3RF1 SIAH1
SH3RF1 ADAM15
SH3RF1 MAP4K3
SH3RF1 PDCD6IP
SH3RF1 SH2D4A
SH3RF1 UBE2D3
SH3RF1 UBE2N
SH3RF1 PXN
SH3RF1 ATN1
SH3RF1 VPS37C
SH3RF1 CCDC6
SH3RF1 TP53BP2
SH3RF1 FAT1
SH3RF1 SEMA6A
SH3RF1 SH3D19
PPP4R1 PPP2CA
PPP4R1 CCDC6
PPP4R1 PPP2CB
BTG1 CDK2
NDEL1 YWHAG
NDEL1 PDCD6IP
NDEL1 GOLGA2
NDEL1 PXN
NDEL1 YWHAE
NDEL1 CDC42
NDEL1 KIFC3
NDEL1 PAFAH1B1
NDEL1 NDEL1
NDEL1 ZNF91
NDEL1 DTNB
NDEL1 ZNF12
KHDRBS3 SIAH1
KHDRBS3 KHDRBS1
KHDRBS3 RBBP6
KHDRBS3 SRSF9
KHDRBS3 RBMX
KHDRBS3 LNX1
KHDRBS3 MARK4
KHDRBS3 YTHDC1
KHDRBS3 RBM7
KHDRBS3 KHDRBS3
MED21 CREBBP
MED21 CDK7
MED21 SMARCA4
MED21 POLR2A
MED21 POLR2H
MED21 SKP1
MED21 MED4
MED21 GTF2F1
MED21 MED10
MED21 MED26
MED21 MED24
MED21 MED13
MED21 GTF2B
MED21 DRAP1
MED21 ELOA
MED21 GTF2E2
MED21 CBX4
MED21 SMARCC2
MED21 ZNF655
MED21 MED31
MED21 CCNC
MED21 POLR2L
MED21 GTF2F2
MED21 SMARCE1
MED21 POLR2I
MED21 GTF2H1
MED21 MED15
MED21 SMARCD2
MED21 BTF3
MED21 MED21
GPBP1L1 EWSR1
GPBP1L1 CNOT1
SDCBP SIAH1
SDCBP RNF11
SDCBP ARFIP2
SDCBP SET
SDCBP KCTD1
SDCBP REL
SDCBP CTBP2
SDCBP PDCD6IP
SDCBP CDH1
SDCBP CAV2
SDCBP TGFA
SDCBP RAB5A
SDCBP UBE2A
SDCBP RBM39
SDCBP FTH1
SDCBP ULK1
SDCBP SOX4
SDCBP HMGB3
SDCBP HSBP1
SDCBP PSMC6
SDCBP RNH1
SDCBP SRSF11
SDCBP OSTF1
SDCBP NKAPD1
SDCBP HOMEZ
SDCBP CDCP1
SDCBP REEP6
SDCBP SREK1IP1
SDCBP PSME2
SDCBP DRAP1
SDCBP SDC1
SDCBP ZCCHC10
SDCBP CALCOCO2
SDCBP PRPF40A
SDCBP FOXP2
SDCBP C1orf109
SDCBP PTS
SDCBP SDCBP
SDCBP TRIM38
SDCBP PUF60
SDCBP NT5C2
SDCBP FAM118A
SDCBP MED4
SDCBP EFNB2
SDCBP PRPF38A
SDCBP SDC4
SDCBP NOTCH2NLA
SDCBP ARL6IP1
SDCBP YIF1A
SDCBP HOMER3
SDCBP RPRD1A
SDCBP SYPL1
SDCBP ZRANB1
SDCBP SCML1
SDCBP SNRPA
SDCBP SYNGR1
SDCBP UBE2R2
SDCBP CHIC2
SDCBP SRSF3
SDCBP RALY
SDCBP CEP85
SDCBP CHMP1A
SDCBP EIF5A
SDCBP CALM2
SDCBP N4BP3
SDCBP PDZK1IP1
SDCBP BEND7
SDCBP IGFBP6
SDCBP ZNF768
SDCBP UBB
SDCBP KRT14
MAPK6 RXRA
MAPK6 CDKN1A
MAPK6 ITGB3BP
MAPK6 CALR
MAPK6 SHC1
MAPK6 HSPD1
MAPK6 CEBPB
MAPK6 ETS2
MAPK6 YWHAZ
MAPK6 CYTH2
MAPK6 KRT8
MAPK6 IRS1
MAPK6 PDCD6IP
MAPK6 ACTG1
MAPK6 UBE2L3
MAPK6 HNRNPA2B1
MAPK6 HNRNPD
MAPK6 SNW1
MAPK6 HSP90AB1
MAPK6 HUWE1
MAPK6 SPTAN1
MAPK6 PLSCR1
MAPK6 EIF4G2
MAPK6 DKC1
MAPK6 OSTF1
MAPK6 GLRX3
MAPK6 RAD23B
MAPK6 CCT3
MAPK6 EGLN3
MAPK6 NASP
MAPK6 EIF1AX
MAPK6 NAXE
MAPK6 PLEKHM1
MAPK6 CA12
MAPK6 MDK
MAPK6 NIPBL
MAPK6 DDR1
MAPK6 DST
MAPK6 MYCBP2
MAPK6 WWC1
MAPK6 HNRNPA0
MAPK6 ATP5PF
MAPK6 MAPK13
MAPK6 PCBP1
MAPK6 GPX1
MAPK6 EIF1
MAPK6 FXYD3
MAPK6 IER3
MAPK6 RAB2A
MAPK6 TPI1
MAPK6 CNOT1
MAPK6 MAPK6
MAPK6 NOP58
MAPK6 URB1
MAPK6 PRPF38A
MAPK6 PDLIM1
MAPK6 ZCCHC8
MAPK6 NECTIN2
MAPK6 PPP1R7
NACC1 ENC1
NACC1 PRKCI
NACC1 NACC1
NACC1 ELOA
NACC1 PRPF18
NACC1 LSM3
NACC1 POLR2L
NACC1 C8orf33
TES TRIM28
TES SOCS6
TES SPTAN1
TES ENAH
TES ZYX
TES TES
SOD1 SP1
SOD1 HSPA8
SOD1 UBE2M
SOD1 GSTP1
SOD1 SMAD2
SOD1 PDCD6IP
SOD1 COMMD1
SOD1 ENO1
SOD1 HSP90AA1
SOD1 PRDX1
SOD1 PARK7
SOD1 PABPC4
SOD1 PRDX6
SOD1 NME1
SOD1 DSTN
SOD1 PRDX5
SOD1 PRDX2
SOD1 SOD1
SOD1 AK2
SOD1 HSPE1
SOD1 LDHA
SOD1 MDH2
SOD1 PGM1
SOD1 TAGLN2
SOD1 TKT
SOD1 TPI1
SOD1 DNAJB1
SOD1 HSD17B4
SOD1 COX7A2L
SOD1 SSR4
SOD1 ACADSB
SOD1 COX5B
SOD1 COX6C
SOD1 COX7C
SOD1 GPX4
SOD1 MT-CO1
SOD1 COX6B1
SOD1 COX7B
SOD1 MT-CO3
SOD1 GPX1
SOD1 COX7A1
SOD1 COX6A1
SOD1 COX7A2
SOD1 COX5A
SOD1 GPX2
SOD1 COX8A
EGLN3 PKM
EGLN3 ATF4
EGLN3 REL
EGLN3 CTBP2
EGLN3 SQSTM1
EGLN3 SERTAD1
EGLN3 PSMD14
EGLN3 RIPK1
EGLN3 LNX1
EGLN3 ZNF655
EGLN3 IK
FXR1 HNRNPU
FXR1 ILF2
FXR1 FBL
FXR1 PAK1
FXR1 DHX9
FXR1 EBNA1BP2
FXR1 UBAP2L
FXR1 RPL10A
FXR1 RPL24
FXR1 RPL23
FXR1 STOML2
FXR1 RPLP0
FXR1 RIF1
FXR1 CYFIP1
FXR1 FXR1
FXR1 LNX1
FXR1 KIF9
FXR1 MFAP1
FXR1 YES1
FXR1 ELOA
FXR1 TBC1D22B
FXR1 DHX15
FXR1 DDX6
FXR1 SRPK2
FXR1 ZMAT2
PRCC EGFR
PRCC SRSF2
AP1B1 CREBBP
AP1B1 EGFR
AP1B1 ARF6
AP1B1 ARF5
AP1B1 SMAD2
AP1B1 CLINT1
AP1B1 AP1M2
AP1B1 AP1S1
AP1B1 KIF13A
AP1B1 AP1B1
AP1B1 AP1AR
AP1B1 AP1S3
AP1B1 TBC1D22B
AP1B1 AP1G2
FAM120A EZH2
FAM120A STAU1
FAM120A SYNCRIP
CDC42BPG SRF
CDC42BPG RAC1
CDC42BPG CDC42
CDC42BPG CDC42BPG
CTNNBIP1 REL
CTNNBIP1 CASP4
CTNNBIP1 NOTCH2NLA
MRTO4 FBL
MRTO4 GTPBP4
MRTO4 NSA2
POLR2I POLR2A
POLR2I POLR2H
POLR2I GTF2B
POLR2I GTF2H1
POLR2I MED10
POLR2I MED26
POLR2I GTF2F2
POLR2I POLR2L
POLR2I GTF2F1
POLR2I GTF2E2
SLC7A8 ITGB1
SLC7A8 SLC3A2
SLC7A8 COMT
SLC7A8 YIPF6
SLC7A8 TMEM14B
SLC7A8 REEP4
MRPS25 LARP7
MRPS25 MRPL3
MRPS25 MRPL50
MRPS25 MME
MRPS25 MRPS10
MRPS25 MRPL40
MRPS25 MRPL47
MRPS25 MRPL42
MRPS25 MRPL52
MRPS25 MRPS15
MRPS25 MRPL19
MRPS25 MRPL32
MRPS25 MRPL51
MRPS25 MRPL20
MRPS25 MRPS6
MRPS25 MRPL55
MRPS25 MRPL14
MRPS25 MRPL43
MRPS25 MRPL33
EPB41L5 KRAS
EPB41L5 ATG12
KRT15 KDM1A
KRT15 ARFIP2
KRT15 PSMC5
KRT15 LMO4
KRT15 KANSL1
KRT15 LNX1
KRT15 KRT6A
KRT15 NOC4L
KRT15 CCDC120
KRT15 AMOTL2
KRT15 KIAA1217
KRT15 KIFC3
KRT15 KRT5
KRT15 KRT8
KRT15 CCNC
KRT15 CCNB1IP1
KRT15 KLC3
KRT15 TIMM8A
KRT15 KRT19
KRT15 BEX2
KRT15 MAD2L1BP
KRT15 ATP5PO
KRT15 NRIP1
KRT15 KRT18
KRT15 COX5B
KRT15 SMARCE1
KRT15 DTNB
KRT15 KRT78
LITAF SMAD2
LITAF BAG3
LITAF REEP6
LITAF NEDD4L
LITAF CALCOCO2
LITAF COMT
LITAF TAX1BP1
LITAF VSNL1
HSP90AB1 HDAC2
HSP90AB1 RELA
HSP90AB1 NR4A1
HSP90AB1 SP1
HSP90AB1 CSNK2A1
HSP90AB1 MYC
HSP90AB1 PKM
HSP90AB1 PSMA3
HSP90AB1 EGFR
HSP90AB1 CDKN2A
HSP90AB1 EIF3K
HSP90AB1 GAPDH
HSP90AB1 CDK7
HSP90AB1 PTK2
HSP90AB1 NFKB2
HSP90AB1 HSPA8
HSP90AB1 HSPD1
HSP90AB1 VCP
HSP90AB1 LRPPRC
HSP90AB1 HNRNPU
HSP90AB1 NOTCH1
HSP90AB1 DDX24
HSP90AB1 CDK2
HSP90AB1 HSPA5
HSP90AB1 ILF2
HSP90AB1 YWHAZ
HSP90AB1 FBL
HSP90AB1 ANXA2
HSP90AB1 FGFR3
HSP90AB1 BAG3
HSP90AB1 ACTG1
HSP90AB1 DHX9
HSP90AB1 HNRNPA2B1
HSP90AB1 ENO1
HSP90AB1 EIF3B
HSP90AB1 HNRNPD
HSP90AB1 HSP90AA1
HSP90AB1 EBNA1BP2
HSP90AB1 NUMA1
HSP90AB1 CACYBP
HSP90AB1 YWHAE
HSP90AB1 TRIM8
HSP90AB1 STIP1
HSP90AB1 ATP5F1A
HSP90AB1 BRAF
HSP90AB1 AHSA1
HSP90AB1 PHB
HSP90AB1 CDC37L1
HSP90AB1 PTGES3
HSP90AB1 FKBP4
HSP90AB1 TOMM34
HSP90AB1 LARP7
HSP90AB1 UPF1
HSP90AB1 RPS24
HSP90AB1 POLR1C
HSP90AB1 CSNK2A2
HSP90AB1 PSMB5
HSP90AB1 SYNCRIP
HSP90AB1 SLC25A3
HSP90AB1 ANXA1
HSP90AB1 ALDOA
HSP90AB1 PSAT1
HSP90AB1 RPL24
HSP90AB1 RPLP0
HSP90AB1 MME
HSP90AB1 HSP90AB1
HSP90AB1 ATP1A1
HSP90AB1 HSPA1B
HSP90AB1 HSPA9
HSP90AB1 SPTAN1
HSP90AB1 RIPK1
HSP90AB1 LRRC4
HSP90AB1 PAK1IP1
HSP90AB1 ACTN4
HSP90AB1 NDUFA4
HSP90AB1 VDAC2
HSP90AB1 TEX10
HSP90AB1 RPL23
HSP90AB1 PGK1
HSP90AB1 TNPO1
HSP90AB1 IARS2
HSP90AB1 SUDS3
HSP90AB1 RAN
HSP90AB1 MOV10
HSP90AB1 HES4
HSP90AB1 FBXO33
HSP90AB1 PSMD1
HSP90AB1 ILF3
HSP90AB1 UBA1
HSP90AB1 LDHA
HSP90AB1 SSR4
HSP90AB1 KPNB1
HSP90AB1 TMEM33
HSP90AB1 GTPBP4
HSP90AB1 SVIL
HSP90AB1 RSL1D1
HSP90AB1 EIF3H
LMO7 YWHAG
LMO7 YWHAZ
LMO7 CDC42
DDX6 REL
DDX6 DDX17
DDX6 GOLGA2
DDX6 NONO
DDX6 LARP7
DDX6 HOOK2
DDX6 TP53BP2
DDX6 ZRANB1
DDX6 IK
DDX6 CALCOCO2
DDX6 NUFIP2
DDX6 CNOT1
DDX6 SIPA1L2
DDX6 ATG12
DDX6 BEND7
DDX6 ZBTB43
DDX6 CNKSR3
DDX6 SHMT1
KLHL21 MAPRE1
KLHL21 CUL3
KLHL21 KLC3
KLHL21 KLHL13
HES1 CREBBP
HES1 NR4A1
HES1 GAPDH
HES1 PTK2
HES1 TLE1
HES1 TLE2
HES1 PRKCI
HES1 POLR2A
HES1 ID4
HES1 NONO
HES1 CSNK1E
HES1 ID1
CNOT4 UBE2D3
CNOT4 UBE2N
CNOT4 CNOT1
CNOT4 CNOT4
HDLBP ARF6
HDLBP HSPA8
HDLBP XRCC5
HDLBP SOS1
HDLBP DHX9
HDLBP TENT5A
RHCG YIPF6
RHCG EFNA5
RHCG UPK1B
RHCG ERMP1
NAPG BET1
NAPG RAB11FIP5
ARF3 ARFIP2
ARF3 ARFIP1
ARF3 MAPK13
ARF3 ATN1
ARF3 CYTH2
ARF3 LNX1
CKS2 CDK2
CKS2 CKS1B
CKS2 BLZF1
CKS2 CKS2
REEP5 ARFIP2
REEP5 REEP6
REEP5 PITPNC1
REEP5 SCAMP4
PSMB7 PSME3
PSMB7 PSMA3
PSMB7 HSPA8
PSMB7 HSPA5
PSMB7 HUWE1
PSMB7 PSMD2
PSMB7 PSMC6
PSMB7 PSME2
PSMB7 PSMD14
PSMB7 HSPA2
PSMB7 PSMC5
PSMB7 PSMC3
PSMB7 PSMC4
PSMB7 PSMD6
PSMB7 PSMD7
PSMB7 ADRM1
PSMB7 PSMA2
PSMB7 PSMD11
PSMB7 PSMD12
PSMB7 PSMD1
PSMB7 PSMD8
PSMB7 PSMA5
PSMB7 PSMB5
PSMB7 RAD23B
PSMB7 PSMA4
PSMB7 PSMB8
PSMB7 PSMB2
PSMB7 EIF1B
PSMB7 TUBA4A
PSMB7 EMG1
PSMB7 PSMB7
PSMB7 PSME4
POLR1D RELA
POLR1D NFKB2
POLR1D LRPPRC
POLR1D REL
POLR1D POLR2H
POLR1D SKP1
POLR1D POLR2L
POLR1D POLR1C
POLR1D CRCP
POLR1D MCC
POLR1D RASAL2
SNX9 EGFR
SNX9 SOS1
SNX9 ADAM15
SNX9 ADAM9
SNX9 SNX9
SNX9 MPHOSPH6
SNX9 LMAN1
AFDN YWHAG
AFDN SMAD2
AFDN YWHAZ
AFDN RALGDS
AFDN RRAS2
AFDN USP9X
AFDN SOCS6
AFDN NECTIN1
AFDN TJP1
AFDN F11R
AFDN JAG1
AFDN RIT1
AFDN NECTIN4
AFDN NECTIN2
AFDN EPHB6
MME CSNK2A1
MME EIF3K
MME GAPDH
MME LMNA
MME ARL1
MME HSPA8
MME SHC1
MME HSPD1
MME LRPPRC
MME CSNK2B
MME XRCC5
MME NOLC1
MME RAP2B
MME ANXA2
MME HNRNPA2B1
MME ENO1
MME EIF3B
MME HNRNPD
MME HSP90AA1
MME PHB
MME KPNB1
MME ATP5F1A
MME RBM39
MME RPLP0
MME SRSF11
MME RAN
MME ALDH3A2
MME ANXA1
MME CPSF6
MME RPS24
MME HSPA1B
MME IRAK2
MME TNPO1
MME NDUFB4
MME VDAC2
MME NDUFA9
MME SSR4
MME FAM83F
MME NDUFA10
LY6E MFSD6
CAV2 CSNK2A1
CAV2 EGFR
CAV2 PLD2
CAV2 CAV1
CAV2 DNAJA1
CAV2 NCK1
CAV2 MALL
CAV2 GOLGB1
APEH IST1
APEH APEH
APEH MCC
GTPBP4 MYC
GTPBP4 COPB1
GTPBP4 YWHAG
GTPBP4 HNRNPU
GTPBP4 ILF2
GTPBP4 FBL
GTPBP4 DHX9
GTPBP4 EBNA1BP2
GTPBP4 PHB
GTPBP4 STAU1
GTPBP4 ILF3
GTPBP4 RPL24
GTPBP4 RPLP0
GTPBP4 SYNCRIP
GTPBP4 UPF1
GTPBP4 MOV10
GTPBP4 PUM3
GTPBP4 RPL23
GTPBP4 POLR1C
GTPBP4 NSA2
GTPBP4 SLC25A3
GTPBP4 PAK1IP1
GTPBP4 TEX10
GTPBP4 LYAR
GTPBP4 RSL1D1
HSD17B10 PTBP1
HSD17B10 HNRNPAB
HSD17B10 PHB
HSD17B10 TPI1
HSD17B10 ALDOA
HSD17B10 TAGLN2
HSD17B10 UBA1
HSD17B10 TRMT10C
HSD17B10 OXCT1
HSD17B10 HMGCS1
HSD17B10 FAF1
ZMYM2 SUMO1
ZMYM2 HDAC2
ZMYM2 KDM1A
ZMYM2 RCOR1
ZMYM2 UBE2A
ZMYM2 ZMYM4
ZMYM2 SKIL
ZMYM2 RREB1
ZMYM2 MTA2
ZMYM2 HNRNPA2B1
ZMYM2 SMAD3
ZMYM2 SNIP1
ZMYM2 PTBP1
ZMYM2 ZNF217
ZMYM2 RPS6KA3
TMEM14C EBP
TMEM14C MUC1
TMEM14C PDZK1IP1
TMEM14C COMT
TMEM14C BCL2L13
TMEM14C TMEM79
TMEM14C PLIN3
TMEM14C TMEM14B
NOLC1 CSNK2A1
NOLC1 YWHAG
NOLC1 CSNK2B
NOLC1 HNRNPU
NOLC1 CEBPB
NOLC1 ILF2
NOLC1 YWHAZ
NOLC1 CSNK2A2
NOLC1 FBL
NOLC1 NOP58
NOLC1 RPS24
NOLC1 TOP1
NOLC1 RPL10A
NOLC1 GTF2B
NOLC1 RPL24
NOLC1 RPL23
NOLC1 DHX9
NOLC1 BRIX1
NOLC1 SCYL2
NOLC1 TUFM
NOLC1 RSL1D1
NOLC1 ILF3
NOLC1 EBNA1BP2
NOLC1 HNRNPM
NOLC1 LYAR
NOLC1 RPLP0
NOLC1 SRPK1
RBCK1 CREBBP
RBCK1 TNFRSF1A
RBCK1 UBE2D3
RBCK1 UBE2L3
RBCK1 UBE2N
RBCK1 RIPK1
RBCK1 RBCK1
RBCK1 UBA1
RBCK1 UBE2G1
RBCK1 LNX1
GSTZ1 NCK1
GSTZ1 GSTZ1
GSTZ1 GSS
UBE2N RNF111
UBE2N SIAH1
UBE2N RNF11
UBE2N XIAP
UBE2N UBE2V1
UBE2N RNF103
UBE2N RNF152
UBE2N ZNRF1
UBE2N ZNRF2
UBE2N RNF168
UBE2N TRIM11
UBE2N UBA1
UBE2N UBE2N
UBE2N UBB
UBE2N BCL10
UBE2N RNF13
CLCN3 CLCN3
STK38 SKI
STK38 YWHAZ
STK38 SMURF1
STK38 SENP2
STK38 GTF2F1
STK38 GTF2F2
STK38 STK38
ZNF655 GSTP1
ZNF655 SH2D4A
ZNF655 BARD1
ZNF655 KIFC3
ZNF655 OSTF1
ZNF655 DUSP4
ZNF655 HOMER3
ZNF655 LNX1
ZNF655 HOOK1
ZNF655 ANKRD11
ZNF655 POLR1C
ZNF655 RRM1
ZNF655 MXI1
ZNF655 FAM214B
ZNF655 TRAPPC2B
ZNF655 TIMM10
ZNF655 IDI1
ZNF655 CDR2L
MMP14 ZUP1
MMP14 CAV1
MMP14 EBP
MMP14 BCAR1
MMP14 ITGAV
MMP14 F11R
MMP14 SDC1
MMP14 ITGB8
MMP14 CLDN1
MMP14 GOLGB1
MMP14 ADI1
MMP14 MSMO1
TBC1D9 SP1
TBC1D9 CEBPB
TBC1D9 NFYA
TBC1D9 HMGA1
TBC1D9 EGR2
TBC1D9 GABARAPL1
EPHB6 SMAD2
EPHB6 REL
EPHB6 CRK
EPHB6 SAT1
EPHB6 NOTCH2NLA
EPHB6 EFNB2
DYNLL2 EWSR1
DYNLL2 XIAP
DYNLL2 BCL2L11
DYNLL2 DYNLL1
DYNLL2 HOMER3
DYNLL2 DYNC1I2
DYNLL2 DYNLL2
DYNLL2 C14orf119
NDUFA5 MYC
NDUFA5 TTR
NDUFA5 UQCRC2
NDUFA5 NDUFB9
NDUFA5 NDUFB11
NDUFA5 NDUFS4
NDUFA5 CYC1
NDUFA5 NDUFA2
NDUFA5 NDUFB5
NDUFA5 NDUFA12
NDUFA5 NDUFB10
NDUFA5 NDUFS3
NDUFA5 NDUFA1
NDUFA5 NDUFB4
NDUFA5 NDUFA4
NDUFA5 NDUFA9
NDUFA5 NDUFB3
NDUFA5 UQCR10
NDUFA5 NDUFB6
NDUFA5 NDUFA10
NDUFA5 NDUFC1
NDUFA5 NDUFC2
NDUFA5 NDUFAB1
NDUFA5 MT-ND1
NDUFA5 NDUFB8
NDUFA5 NDUFA11
NDUFA5 NDUFB1
NDUFA5 NDUFB2
NDUFA5 NDUFV1
NDUFA5 NDUFA7
NDUFA5 NDUFS2
NDUFA5 NDUFA8
NDUFA5 UQCRC1
NDUFA5 NDUFV2
NDUFA5 NDUFS7
LARP4B ATXN1L
LARP4B CCNA1
LARP4B TOLLIP
RPL26L1 STAU1
RPL26L1 LARP7
RPL26L1 RPL10A
CD82 EGFR
CD82 ERBB2
CD82 ITGB1
CD82 TFAP2A
CD82 ERBB3
CD82 HBEGF
CD82 NUP88
CD82 CD9
CD82 CD63
CD82 CD46
CD82 PTGFRN
LLGL2 PRKCI
LLGL2 PARD6B
LLGL2 PARD6G
LLGL2 DCAF1
LLGL2 LLGL2
LLGL2 SCRIB
FLNB ITGB1
FLNB PSEN1
FLNB CRK
FLNB FBLIM1
FLNB G3BP1
FLNB NCK1
FLNB ITGB6
FLNB FLNB
PLEKHA4 RIF1
PLEKHA4 PLEKHA4
POLD2 CDKN1A
POLD2 CDK2
POLD2 TOP1
POLD2 POLE3
POLD2 WRNIP1
PDXDC1 GIPC1
PDXDC1 GSTK1
PDXDC1 PHLDA3
STIM1 MAPRE1
STIM1 STIM1
POMGNT1 LNX1
STRIP2 ZRANB1
STRIP2 PPP2CB
STRIP2 STK26
STRIP2 STRN
STRIP2 STRN3
STRIP2 STK24
STRIP2 CTTNBP2NL
STRIP2 MOB4
PTGES3 CSNK2A1
PTGES3 AHR
PTGES3 ERBB3
PTGES3 HNRNPA2B1
PTGES3 HSP90AA1
PTGES3 CASP7
PTGES3 FKBP4
PTGES3 PTGES3
PTGES3 AHSA1
PTGES3 DNAJB1
PTGES3 MCC
PTGES3 CSNK2A2
PTGES3 STIP1
PPP1R15B YWHAG
PPP1R15B BTRC
RUSC1 CCNC
RUSC1 C1orf109
RUSC1 CCDC120
RUSC1 DTX2
RUSC1 POLR1C
RUSC1 TENT5B
RUSC1 CDKN2B
RUSC1 AKAP8L
RUSC1 ABHD5
RUSC1 MISP
RUSC1 ABHD11
RUSC1 MEIS2
RUSC1 N4BP3
NFIC CREBBP
NFIC TF
NFIC RFX1
ZBTB44 SMAD1
ZBTB44 GLRX3
ZBTB44 ZBTB44
LAMB1 PDIA3
FDX1 CYCS
FDX1 FDX1
FDX1 FDXR
UBXN6 CAV1
UBXN6 VCP
UBXN6 FAF1
UBXN6 PSMD2
UBXN6 POR
UBXN6 LMAN1
UBXN6 UBXN2A
UBXN6 YOD1
UBXN6 SUSD6
UBXN6 PLEKHB2
PPP1R15A MYC
PPP1R15A HSPA8
PPP1R15A CTBP2
PPP1R15A BCAR1
PPP1R15A PPP1CB
PPP1R15A BAG1
DCAF12 DDB1
DCAF12 CUL4A
DCAF12 TGFBR1
CDR2L PSME3
CDR2L YWHAG
CDR2L REL
CDR2L SH2D4A
CDR2L COX5B
CDR2L ANKRD11
CDR2L STX11
CDR2L ELOA
CDR2L TBRG4
CDR2L CDR2L
TLE4 TLE1
TLE4 TLE2
TLE4 NKX3-1
TLE4 TLE4
PPP2R5B RELA
PPP2R5B PPP2CA
PPP2R5B IER3
PPP2R5B PPP2R1B
NKAPD1 RBM39
NKAPD1 CSNK2A2
NKAPD1 BEND7
NKAPD1 AAMP
NKAPD1 CCNL1
NKAPD1 NXF1
NKAPD1 NKAPD1
NKAPD1 SREK1IP1
NKAPD1 PRPF40A
GSS GAPDH
GSS NFE2L1
GSS GCLC
GSS GSS
CHMP4C PDCD6IP
CHMP4C CHMP5
CHMP4C CHMP4B
CHMP4C CHMP2A
CHMP4C CHMP1A
CHMP4C CHMP4C
CHMP4C CHMP3
CHMP4C CHMP1B
CHMP4C CHMP2B
LRRC42 CUL3
TSSC4 CDC5L
TSSC4 REL
TSSC4 GOLGA2
TSSC4 SNW1
TSSC4 SPTAN1
TSSC4 ECD
TSSC4 UBA1
CSTA CTSB
CSTA DSP
CSTA PTN
CSTA EVPL
CSTA USP53
CSTA CSTA
CSTA IVL
SYT8 SYNCRIP
NEBL GOLGA2
NEBL KIFC3
NEBL HOMER3
NEBL ZYX
PKNOX1 PAX6
PKNOX1 VPS37C
PKNOX1 PBX1
PKNOX1 PBX2
PKNOX1 MEIS1
TMED4 TMED10
TMED4 TMED2
MRPL32 MRPL3
MRPL32 MRPL50
MRPL32 MRPS10
MRPL32 MRPL40
MRPL32 MRPL47
MRPL32 MRPL42
MRPL32 MRPS15
MRPL32 MRPL52
MRPL32 MRPL19
MRPL32 MRPL43
MRPL32 MRPL55
MRPL32 MRPL51
MRPL32 MRPL33
MRPL32 MRPL14
MRPL32 MRPS6
MRPL32 MRPL20
ILVBL MYC
ILVBL GBA2
CDK6 RUNX1
CDK6 CSNK2A1
CDK6 MYC
CDK6 PSMA3
CDK6 ATXN1
CDK6 CDKN2A
CDK6 CDK7
CDK6 LMNA
CDK6 CCND1
CDK6 CDKN1A
CDK6 PSEN1
CDK6 CDK2
CDK6 CCNE1
CDK6 PPP2CA
CDK6 CDKN2B
CDK6 CDK6
CDK6 TGFBR1
CDK6 CDK16
CDK6 CSNK2B
CDK6 PAK1
CDK6 PTPN1
TIMM8B TIMM13
HSPE1 HSPD1
HSPE1 FHIT
HSPE1 CASP3
HSPE1 TLE1
HSPE1 SAT1
HSPE1 FBXO11
HSPE1 RIF1
HSPE1 WDR1
DUSP23 SHC1
DUSP23 PSME2
DUSP23 PSMB8
DUSP23 MRPL20
DUSP23 DBI
DUSP23 TMOD3
CYB5D2 TMEM11
MRPL55 MRPL3
MRPL55 MRPL50
MRPL55 MRPS10
