CLPS PNLIP
TNFRSF14 HPRT1
TNFRSF14 MIF
TNFRSF14 DYNLL1
TNFRSF14 PFDN2
TNFRSF14 DPM1
TNFRSF14 P4HB
TNFRSF14 SSB
TNFRSF14 CCDC59
TNFRSF14 CNIH4
TNFRSF14 SEC11A
TNFRSF14 MBTPS1
TNFRSF14 TNFRSF14
TNFRSF14 PDIA6
TNFRSF14 NDUFS2
TNFRSF14 SPCS2
CDC42EP3 CDC42
CDC42EP3 CDC42EP3
PTBP1 HNRNPA2B1
PTBP1 HNRNPD
PTBP1 ELAVL1
PTBP1 PXN
PTBP1 CASP3
PTBP1 MED10
PTBP1 RANBP2
PTBP1 PCBP1
PTBP1 TJP1
PTBP1 PRPF8
PTBP1 MOV10
PTBP1 PTBP1
PTBP1 PCBP2
PTBP1 ISG15
PTBP1 QKI
PTBP1 CALCOCO2
PTBP1 NUDT21
PTBP1 CPSF7
PTBP1 CAPRIN1
PTBP1 PCF11
ITGB1 PTK2
ITGB1 PDIA3
ITGB1 IGF1R
ITGB1 KRAS
ITGB1 PXN
ITGB1 ITGB1BP1
ITGB1 CD9
ITGB1 MAP4K4
ITGB1 CD81
ITGB1 CD63
ITGB1 TLN1
ITGB1 DAG1
ITGB1 FN1
ITGB1 ITGAV
ITGB1 ANGPT2
ITGB1 TGM2
ITGB1 ACTN4
ITGB1 HSPG2
ITGB1 RGS12
ITGB1 VCAM1
ITGB1 ITGA10
ITGB1 JAM2
ITGB1 SLC3A2
ITGB1 VEGFC
ITGB1 ICAM4
ITGB1 ITGA2
ITGB1 BSG
ITGB1 CLDN11
ITGB1 NID1
ITGB1 CCN3
ITGB1 FLT4
ITGB1 TSPAN3
ITGB1 CCN1
ITGB1 COL18A1
ITGB1 ARHGAP5
ITGB1 GULP1
ITGB1 CD46
ITGB1 RABGAP1
ITGB1 PECAM1
ITGB1 TNS2
ITGB1 ITGA1
ITGB1 IGFBP2
ITGB1 ITGB1
DNPEP TBC1D4
DNPEP LNX1
DNPEP DNPEP
SMARCA1 BAZ1B
SMARCA1 BPTF
SMARCA1 RSF1
FLT1 PLCG1
FLT1 PTPN11
FLT1 PTK2
FLT1 SHC1
FLT1 KDR
FLT1 LDLR
FLT1 NEDD4
FLT1 CBL
FLT1 FYN
FLT1 CRK
FLT1 NCK1
FLT1 SHC2
FLT1 YES1
FLT1 PGF
FLT1 FLT1
FLT1 NRP1
TAOK2 MAPRE1
MKNK2 TRIB3
MKNK2 MAPK3
MKNK2 EIF4G1
MKNK2 MKNK2
ERG PRKDC
ERG CDC5L
ERG HSPA8
ERG HSPD1
ERG XRCC5
ERG POLR2A
ERG ETS2
ERG ILF2
ERG HNRNPA2B1
ERG DNAJA1
ERG HNRNPD
ERG NUMA1
ERG TOP1
ERG USP9X
ERG NONO
ERG ELAVL1
ERG SF3B1
ERG ILF3
ERG PUF60
ERG SF3B2
ERG SPOP
ERG PRPF8
ERG DDX23
ERG PRPF40A
ERG PCBP1
ERG ADAR
ERG XRN2
ERG FLI1
ERG ERG
EIF2S2 CSNK2A1
EIF2S2 PRKDC
EIF2S2 CSNK2B
EIF2S2 NCK1
EIF2S2 EIF4G2
EIF2S2 UPF1
EIF2S2 TLE1
EIF2S2 EIF5
EIF2S2 HDGF
CDC27 CREBBP
CDC27 CDKN1A
CDC27 SMAD3
CDC27 SMAD2
CDC27 FYN
CDC27 CDC26
CDC27 CDC27
CDC27 USP37
CDC27 SKIL
CDC27 NCK1
CDC27 MAD2L2
CDC27 CASP3
CDC27 KPNB1
IFRD2 G3BP1
CBFA2T3 HDAC2
CBFA2T3 TAL1
CBFA2T3 ATN1
CBFA2T3 VPS37C
CBFA2T3 PRKAR2A
CBFA2T3 RUNX1T1
CBFA2T3 CBFA2T3
TNFRSF10B CBL
TNFRSF10B TNFRSF1A
TNFRSF10B RHOA
TNFRSF10B ARHGDIA
TNFRSF10B CASP10
TNFRSF10B CFLAR
TNFRSF10B RIPK1
TNFRSF10B TNFRSF10A
TNFRSF10B TNFRSF10D
TNFRSF10B ASPH
GSK3A NBR1
GSK3A MYC
GSK3A CCND1
GSK3A YWHAG
GSK3A FOXO1
GSK3A ANKRD28
GSK3A HSP90AA1
GSK3A ZDHHC17
GSK3A LRP6
GSK3A RCAN1
GSK3A PXN
GSK3A MYLK
GSK3A TCEAL1
GSK3A PRKCH
GSK3A PKD2
GSK3A PRKD3
GSK3A ACLY
GSK3A GSK3A
GSK3A HSF1
GSK3A DPYSL2
GSK3A RPS6KA3
SECISBP2 FAM168A
SECISBP2 SMAD9
SECISBP2 ATXN7L3
ARHGAP31 RAC1
ARHGAP31 SMURF1
BMPR2 TRIB3
BMPR2 ARRB1
BMPR2 NOP56
BMPR2 BMP2
BMPR2 HNRNPR
BMPR2 BMP6
BMPR2 NBEA
BMPR2 BMPR2
RBM8A CDC5L
RBM8A APC
RBM8A DDX17
RBM8A TCF12
RBM8A SNRNP70
RBM8A DHX9
RBM8A SRSF1
RBM8A HNRNPA2B1
RBM8A SNW1
RBM8A HNRNPM
RBM8A SF3B1
RBM8A TRA2B
RBM8A SPEN
RBM8A RBM25
RBM8A SRRM2
RBM8A RBM39
RBM8A ALYREF
RBM8A SRSF11
RBM8A UPF1
RBM8A PRPF40A
RBM8A SNRPD3
RBM8A SNRPD1
RBM8A PNN
RBM8A SRRM1
RBM8A HNRNPR
RBM8A MFAP1
RBM8A NXF1
RBM8A PPM1G
RBM8A SRSF9
RBM8A ISY1
RBM8A BUD31
RBM8A SNRPF
RBM8A SNRNP40
RBM8A PRPF8
RBM8A RBMX
RBM8A MOV10
RBM8A DHX15
RBM8A RALY
RBM8A SRPK2
RBM8A DDX23
RBM8A SNRPA1
RBM8A NUDT21
RBM8A DHX38
RBM8A IK
RBM8A SF3B2
RBM8A SF3A2
RBM8A SF3A3
RBM8A SNRPE
RBM8A SMG7
RBM8A SMG1
RBM8A UPF2
RBM8A UPF3A
RBM8A LSM2
RBM8A SNRPB2
RBM8A SNRNP27
RBM8A SRSF2
RBM8A CFAP20
RBM8A SMNDC1
RBM8A CWC15
RBM8A PRPF3
RBM8A SLU7
RBM8A FRG1
RBM8A LUC7L3
RBM8A PUF60
RBM8A RBM17
RBM8A DDX46
RBM8A CASC3
RBM8A ACIN1
RBM8A SRSF4
RBM8A SF3B6
LRRC57 KRAS
ATXN7L3 SERTAD1
ATXN7L3 TAF9B
NXT1 STAU1
NXT1 RAN
NXT1 NXF1
ERLIN1 SEC23A
ABCB1 CAV1
ABCB1 RNF2
ABCB1 LAPTM4B
ABCB1 PRKCH
ARHGEF2 MYC
ARHGEF2 PLCG1
ARHGEF2 RAC1
ARHGEF2 HSPA8
ARHGEF2 YWHAG
ARHGEF2 MAPK3
ARHGEF2 PPP6C
ARHGEF2 ANKRD28
ARHGEF2 PPP6R3
ARHGEF2 RHOA
ARHGEF2 YWHAE
ARHGEF2 YWHAH
ARHGEF2 MARK3
ARHGEF2 CEP170
ARHGEF2 MARK4
SPRED1 CDKN1A
SPRED1 ZDHHC17
SPRED1 ANKS1A
SPRED1 DNAJB11
SPRED1 MEOX2
SPRED1 AQP1
CZIB CDKN1A
ZRANB1 CDC5L
ZRANB1 HERC2
ZRANB1 APC
ZRANB1 XRCC5
ZRANB1 ARRDC3
ZRANB1 GLIS2
ZRANB1 KIFC3
ZRANB1 GADD45GIP1
ZRANB1 HECTD1
ZRANB1 UVRAG
ZRANB1 MFAP1
ZRANB1 SYTL4
ZRANB1 MAP4K4
ZRANB1 NUDT21
ZRANB1 STRN
ZRANB1 STRN3
ZRANB1 STRN4
ZRANB1 CTTNBP2NL
ZRANB1 PPP2R1B
ZRANB1 LNX1
ZRANB1 KIF9
ZRANB1 PPP1R18
ZRANB1 BAHD1
ZRANB1 HOXB5
ZRANB1 KANK2
ZRANB1 RAPGEF3
ZRANB1 ARRDC2
ZRANB1 PRPF3
ZRANB1 FAM124B
ZRANB1 ENKD1
ZRANB1 CCNL1
ZRANB1 ANKRD11
ZRANB1 ZNF792
ZRANB1 TRAPPC2B
TAP1 PDIA3
TAP1 COPB1
TAP1 CALR
TAP1 HLA-A
TAP1 PSMB9
TAP1 PSMB8
TAP1 P4HB
TAP1 RNF19B
TAP1 TAPBP
TAP1 TAP2
TAP1 HLA-B
TAP1 HLA-F
TBC1D23 EIF3B
TBC1D23 SSBP3
VEGFC KDR
VEGFC VEGFC
VEGFC FLT4
USP7 PHLDB2
USP7 DAXX
USP7 RARA
USP7 RELA
USP7 CSNK2A1
USP7 SMAD3
USP7 LMNA
USP7 PPM1G
USP7 TCEAL1
USP7 TCEAL4
USP7 TRIP12
USP7 HUWE1
USP7 MCMBP
USP7 PPIL4
USP7 FOXO4
USP7 FOXO3
USP7 RNF2
USP7 USP7
USP7 RYBP
USP7 YAF2
USP7 PLEKHO1
USP7 BCOR
USP7 NOTCH1
USP7 UHRF2
USP7 MAGED2
USP7 ZEB1
USP7 SVIL
USP7 RNF169
USP7 CRY1
USP7 RNF168
USP7 KMT2E
USP7 MYC
USP7 APC
USP7 IFNAR1
USP7 MINDY4
USP7 KDM6B
USP7 EWSR1
USP7 UBB
USP7 RASSF1
USP7 HTRA2
USP7 AKAP1
USP7 RELB
USP7 MARK4
USP7 PDCD6IP
USP7 KLHDC10
USP7 SH3GLB1
USP7 ANKS1A
DCBLD1 PDIA3
DCBLD1 KRAS
SAE1 SUMO1
SAE1 SP100
SAE1 BCL6
SAE1 UBA2
SAE1 RANBP2
SAE1 SUMO3
SAE1 CYP1B1
SAE1 MEOX2
PGAM1 PKP4
CTTN EP300
CTTN FGFR1
CTTN ASAP1
CTTN CDK2
CTTN ARRB1
CTTN MAPK3
CTTN CASP3
CTTN MYLK
CTTN CD2AP
CTTN PXN
CTTN CDC37
CTTN TJP1
CTTN ARHGAP17
CTTN CTTN
CTTN HIP1R
CTTN NHSL2
ASS1 MYC
ASS1 AKTIP
ASS1 ASS1
ASS1 ELN
STX12 FGFR1
STX12 KRAS
STX12 HGS
STX12 SNAP23
STX12 STX4
STX12 GOSR1
STX12 EEA1
STX12 VAMP3
STX12 VAMP4
STX12 STX6
STX12 TIMMDC1
STX12 MFSD6
STX12 TMEM167B
BRD2 MED1
BRD2 POLR2A
BRD2 SPOP
BRD2 CSNK2A2
BRD2 BRD2
NR3C1 MED1
NR3C1 TDG
NR3C1 DAXX
NR3C1 MAPK11
NR3C1 CREBBP
NR3C1 SUMO1
NR3C1 RELA
NR3C1 PRKDC
NR3C1 EP300
NR3C1 TXN
NR3C1 SMAD3
NR3C1 NRIP1
NR3C1 BAG1
NR3C1 UBE2L3
NR3C1 SMARCD1
NR3C1 ARRB1
NR3C1 SET
NR3C1 HSP90AA1
NR3C1 POU2F1
NR3C1 YWHAH
NR3C1 NR3C1
NR3C1 GSK3B
NR3C1 ETS1
NR3C1 CALR
NR3C1 EPB41L2
NR3C1 IRF2
NR3C1 CLU
NR3C1 IFNGR2
NR3C1 RAN
NR3C1 MAFF
NR3C1 ECD
NR3C1 ADA
NR3C1 IRF1
NR3C1 IL6
NR3C1 NFKB2
NR3C1 TRIM24
NR3C1 ZNF496
NR3C1 MAPK3
NR3C1 PPP3CA
NR3C1 CLIP1
NR3C1 CWC15
NR3C1 SSB
NR3C1 SMARCA2
NR3C1 PRRC2C
NR3C1 DYNC1I2
NR3C1 CENPB
NR3C1 STAT5B
NR3C1 PBX1
NR3C1 SMARCC2
NR3C1 SVIL
NR3C1 SMARCE1
NR3C1 STAT5A
NR3C1 PTMS
NR3C1 KPNA2
NR3C1 CALM2
NR3C1 MAPK12
NR3C1 KMT2A
NR3C1 UBB
NR3C1 ZBTB20
NR3C1 EIF5B
NR3C1 STIP1
NR3C1 ETS2
NR3C1 PTPRN2
NR3C1 HSPD1
POM121 LMNA
POM121 APC
POM121 AP2B1
POM121 NFKBIA
POM121 KPNA6
POM121 RBPMS
POM121 SRGN
POM121 POM121
NLRP1 BCL2L1
NLRP1 NOD1
NLRP1 NLRP1
PPP6R3 PRKDC
PPP6R3 YWHAG
PPP6R3 PPP6C
PPP6R3 ANKRD28
PPP6R3 KMT2D
SRSF10 YWHAG
SRSF10 ILF2
SRSF10 SNRNP70
SRSF10 DHX9
SRSF10 SF3B1
SRSF10 RPL17
SRSF10 SREK1
SRSF10 DHX15
SRSF10 PHF5A
SRSF10 SF3B2
SRSF10 RPL26
SRSF10 SF3B6
SRSF10 SLC25A3
SRSF10 CLK1
SLC30A7 CD40
EIF4G1 ZFYVE9
EIF4G1 HSPA8
EIF4G1 APC
EIF4G1 CTBP2
EIF4G1 CDK2
EIF4G1 EIF3B
EIF4G1 HNRNPD
EIF4G1 HTRA2
EIF4G1 SF3A3
EIF4G1 G3BP1
EIF4G1 RC3H1
EIF4G1 EIF1
EIF4G1 MCC
EIF4G1 EIF3J
EIF4G1 EIF5
EIF4G1 ANXA5
EIF4G1 EIF4G1
EIF4G1 EIF3A
EIF4G1 INTS6
EIF4G1 ZC3H7B
EIF4G1 UPF2
EIF4G1 ENKD1
EIF4G1 SMARCD1
A4GALT ATF2
CAPRIN1 PTK2
CAPRIN1 SPOP
CAPRIN1 G3BP1
CAPRIN1 TJP1
CAPRIN1 PRPF8
CAPRIN1 NUDT21
CAPRIN1 CPSF7
CAPRIN1 GIGYF2
CAPRIN1 WBP4
CAPRIN1 HLA-B
CAPRIN1 PCF11
HES4 LTN1
HES4 ZC3H13
HES4 CMSS1
HES4 RGS3
KIF9 ZBTB8A
KIF9 VIM
KIF9 AMOTL2
KIF9 KANK2
KIF9 LZTS2
KIF9 PIBF1
KIF9 HMBOX1
KIF9 PPP1R13B
SPTLC2 BCL6
SPTLC2 SPTLC1
SPTLC2 KDSR
KNOP1 SNRNP70
PGRMC1 CAMLG
PGRMC1 PGRMC2
PGRMC1 ITGB1BP1
PGRMC1 ZNF71
PGRMC1 MCC
PGRMC1 INSIG1
PGRMC1 TIMP2
PGRMC1 HLA-B
PGRMC1 GOLM1
HABP4 DAXX
HABP4 PIAS3
HABP4 VIM
HABP4 SRSF9
HABP4 SRSF2
HABP4 FRA10AC1
HABP4 HMGXB4
GSTO1 BAG3
CNOT6L CNOT2
CNOT6L CNOT8
ZDHHC17 DAXX
ZDHHC17 TRIP10
ZDHHC17 SNW1
ZDHHC17 ATF2
ZDHHC17 OPTN
ZDHHC17 BAIAP2
ZDHHC17 CAPN2
ZDHHC17 CNP
ZDHHC17 LASP1
ZDHHC17 FEZ2
ZDHHC17 PPP2R5E
ZDHHC17 SNAP23
ZDHHC17 ARFGAP3
ZDHHC17 SPRY4
ZDHHC17 IFT20
ZDHHC17 SPRED2
ZDHHC17 WNK1
MED4 MED1
MED4 HGS
MED4 MED28
MED4 HAUS1
MED4 SMARCE1
MED4 USHBP1
MED4 KIFC3
MED4 MED12
MED4 MED24
MED4 MED10
MED4 SMARCD1
MED4 MED31
MED4 IFT20
MED4 MED15
MED4 MED13
MED4 CEP135
MED4 THRA
MED4 PRKCH
MED4 FAM13C
MED4 TNFAIP8L1
MICALL1 YWHAG
MICALL1 CDK2
MICALL1 RAB1A
HERC2 ZFYVE9
HERC2 WRN
HERC2 CEP170
HERC2 SRGAP2
HERC2 HERC2
HERC2 BIRC6
HERC2 HLA-A
HERC2 EIF3A
HERC2 EIF3B
HERC2 CDC42
HERC2 RNF11
NPC1 VPS4A
NPC1 NPC1
NPC1 OSBPL5
RAB22A RAB7A
RAB22A SMURF2
RAB22A RABAC1
RAB22A APPL1
RAB22A EEA1
RAB22A ALS2CL
SPG7 PLSCR1
SPG7 RBPMS
SPG7 RALY
SPG7 LZTS2
SPG7 RIF1
HNRNPR CDC5L
HNRNPR LMNA
HNRNPR CALR
HNRNPR DDX17
HNRNPR HSPA5
HNRNPR ILF2
HNRNPR FYN
HNRNPR KHDRBS1
HNRNPR CRK
HNRNPR SNRNP70
HNRNPR DHX9
HNRNPR SRSF1
HNRNPR HNRNPA2B1
HNRNPR TOP1
HNRNPR SNW1
HNRNPR HNRNPM
HNRNPR SSRP1
HNRNPR SF3B1
HNRNPR ILF3
HNRNPR NCK1
HNRNPR SRRM2
HNRNPR ALYREF
HNRNPR SNRPD3
HNRNPR SNRPD1
HNRNPR PNN
HNRNPR SRRM1
HNRNPR RC3H1
HNRNPR SNRPB2
HNRNPR RBMX
HNRNPR FRG1
HNRNPR LSM2
HNRNPR SNRPF
HNRNPR RPL26
HNRNPR SNRNP40
HNRNPR DDX23
HNRNPR SF3B2
HNRNPR DHX38
HNRNPR CWC15
HNRNPR ISY1
HNRNPR PRPF8
HNRNPR SLU7
HNRNPR SF3A3
HNRNPR SNRPE
HNRNPR SNRPA1
HNRNPR RALY
HNRNPR SF3A2
HNRNPR CNBP
HNRNPR SSB
HNRNPR RASD1
HECW2 SMAD1
HECW2 CBX3
HECW2 UBE2L3
PPIL4 SMAD5
SEC24D EWSR1
SEC24D SEC23A
EXOSC6 GSE1
EXOSC6 ZFP36
EXOSC6 SRSF3
EXOSC6 NUDT21
EXOSC6 UPF2
EXOSC6 EXOSC8
EXOSC6 EXOSC6
MTMR10 SMAD5
MTMR10 SMAD9
MTMR10 MTMR2
CLTB CSNK2A1
CLTB HIP1
CLTB HIP1R
CLTB CSNK2A2
PRSS1 YWHAG
CACHD1 RAC1
HOXB2 CREBBP
HOXB2 EP300
HOXB2 RUNX1T1
DDAH2 CDKN1A
DDAH2 GADD45G
DDAH2 DNAJB11
DDAH2 TAF1D
DDAH2 RAP1B
DDAH2 ANXA7
RCAN2 PPP3CA
IFIT1 IFIT3
IFIT1 ISG15
IFIT1 IFIT2
PBX2 PPFIBP1
PBX2 BAIAP2
PBX2 HOXB5
PBX2 BLOC1S5
PBX2 PBX1
PBX2 PBX2
BANP RELA
BANP PPIC
BANP TOX4
BANP BANP
BANP MRRF
BANP LSM2
BANP PPIB
BANP RBM39
BANP RBPMS
BANP PRKCH
BANP BTG3
BANP POLR2L
BANP BAG5
BANP LAP3
BANP HIVEP1
BANP ATF2
BANP ENKD1
BANP KHDC4
BANP UBAP2
BANP RYBP
BANP RAD54L2
BANP ABLIM3
BANP PNRC2
BANP ARID5A
BANP CSNK2B
BANP ZNF580
SSBP4 PIK3R3
SSBP4 SSBP3
SSBP4 LDB2
SSBP4 MYO15B
CMSS1 ILF2
CMSS1 DHX9
CMSS1 SF3B1
CMSS1 RPL17
CMSS1 SYNE1
CMSS1 DHX15
CMSS1 SF3B2
CMSS1 RPL26
CMSS1 SLC25A3
IER3 MAPK3
IER3 PPP2CA
IER3 CAMLG
CDK2 MED1
CDK2 CREBBP
CDK2 SP1
CDK2 CSNK2A1
CDK2 MCM3
CDK2 CDC5L
CDK2 LMNA
CDK2 EP300
CDK2 CCND1
CDK2 CDKN1A
CDK2 HSPD1
CDK2 VCP
CDK2 SMAD3
CDK2 APC
CDK2 CSNK2B
CDK2 PTMA
CDK2 POLR2A
CDK2 PPP2CA
CDK2 UHRF2
CDK2 CDK2
CDK2 NPAT
CDK2 PSMA6
CDK2 HSP90AA1
CDK2 MYH9
CDK2 SPTBN1
CDK2 SPTAN1
CDK2 ID2
CDK2 CDKN1C
CDK2 USP37
CDK2 KLF10
CDK2 TOP1
CDK2 PRPF3
CDK2 PTP4A3
CDK2 VIM
CDK2 PPP2CB
CDK2 CTTNBP2NL
CDK2 SF3B1
CDK2 SNRNP70
CDK2 CDC37
CDK2 POU2F1
CDK2 LRCH3
CDK2 HNRNPD
CDK2 MAPK3
CDK2 DNM1L
CDK2 SNW1
CDK2 DHX38
CDK2 TERF2IP
CDK2 PDS5B
CDK2 ELAVL1
CDK2 NUP153
CDK2 NUFIP2
CDK2 ILF3
CDK2 ANKRD17
CDK2 STMN1
CDK2 FOXO1
CDK2 ANKLE2
CDK2 RALY
CDK2 NEDD8
CDK2 RFC3
CDK2 NPDC1
CDK2 ADD1
CDK2 MRPS18B
CDK2 SUPT6H
CDK2 C9orf40
CDK2 CIC
CDK2 TOR1AIP1
CDK2 EML3
CDK2 FABP5
CDK2 KDM2A
CDK2 ADAR
CDK2 TAGLN2
CDK2 RFC1
CDK2 TUBG1
CDK2 SRSF11
CDK2 NUDC
CDK2 CALD1
CDK2 NOSIP
CDK2 MARCKS
CDK2 MTA2
CDK2 TANC1
CDK2 PRKCH
CDK2 SRSF9
CDK2 SPAG9
CDK2 ID3
CDK2 UBXN1
CDK2 SORBS3
CDK2 ATF2
CDK2 KMT2D
CDK2 ELF4
CDK2 NUMA1
CDK2 SUPT5H
CDK2 SRRM1
HERC5 CCND1
HERC5 CDKN1A
HERC5 ILF2
HERC5 DHX9
HERC5 ISG15
HERC5 SYNE1
HERC5 RPL26
MRPS18B EWSR1
MRPS18B MRPL22
MRPS18B MRPS18C
MRPS18B MRPL17
MRPS18B MRPL33
MRPS18B LACTB
MRPS18B IGFBP5
MRPS18B LRP10
MRPS18B CD81
MRPS18B CLEC1A
MEF2C MAPK11
MEF2C SP1
MEF2C HDAC7
MEF2C CSNK2A1
MEF2C EP300
MEF2C MEF2D
MEF2C SMAD2
MEF2C NOTCH1
MEF2C MAPK3
MEF2C CBX3
MEF2C HNRNPA2B1
MEF2C TAF1
MEF2C HDAC5
MEF2C SPTBN1
MEF2C CSNK2A2
MEF2C TJP1
MEF2C MAPK12
MEF2C SF3A3
MEF2C CALCOCO2
MEF2C LAMA4
MEF2C VGLL4
MEF2C TEAD1
MEF2C ACLY
MEF2C SAMM50
MEF2C CD9
MEF2C SPARC
MEF2C MEF2C
OAZ2 MYC
SP100 SUMO1
SP100 CBX3
SP100 RANBP2
SP100 SP100
SP100 GIPC2
SP100 RBM39
SP100 ETS1
SP100 HIPK2
SP100 UBA2
SP100 MX1
SP100 CASP8AP2
SP100 AMOTL2
SP100 SUMO3
CIAPIN1 GLRX3
CIAPIN1 MEOX2
ATXN2L G3BP1
ATXN2L SUMO3
C17orf67 GOPC
STX11 PSMA3
STX11 SNX3
STX11 HAUS1
STX11 SMARCE1
STX11 USHBP1
STX11 KIFC3
STX11 RUNX1T1
STX11 SNAP23
STX11 TBK1
STX11 MFAP1
STX11 PSMC3
STX11 MEOX2
STX11 KXD1
STX11 STX4
STX11 ZCCHC10
STX11 STX11
STX11 PPP1R18
STX11 SLC38A2
STX11 SOGA1
MIEF1 YWHAG
MIEF1 DNM1L
MIEF1 ATP5PF
MIEF1 TNFRSF10D
MIEF1 PRAF2
CSF3 TBX3
HOXB5 TRIB3
HOXB5 CSNK2B
HOXB5 CTBP2
HOXB5 MEOX2
HOXB5 CALCOCO2
HOXB5 PLXND1
HOXB5 PBX1
SNAI1 HDAC2
SNAI1 RELA
SNAI1 CSNK2A1
SNAI1 EP300
SNAI1 GSK3B
SNAI1 NOTCH1
SNAI1 COPS2
SNAI1 LASP1
SNAI1 CTDSP1
SNAI1 RNF2
SNAI1 LATS2
SNAI1 CSNK1E
SNAI1 CTDSP2
SNAI1 EXOSC8
JAK1 TNFRSF1A
JAK1 STAT5A
JAK1 IL6ST
JAK1 PTPN11
JAK1 STAT5B
JAK1 IFNAR2
JAK1 IL4R
JAK1 IGF1R
JAK1 SHB
JAK1 ARRB1
JAK1 IFNAR1
JAK1 JAK1
JAK1 OSMR
NUMA1 EPB41L2
NUMA1 PLCB1
NUMA1 STAG1
NUMA1 SMC3
NUMA1 STAG2
NUMA1 GNAI1
NDRG2 RPS6KB1
NDRG2 RABAC1
RAB12 OPTN
EIF3B HSPA8
EIF3B HSPD1
EIF3B RPS6KB1
EIF3B ANXA2
EIF3B HNRNPA2B1
EIF3B EIF3A
EIF3B SRSF3
EIF3B EIF3J
EIF3B EIF5
EIF3B STAU1
EIF3B UPF1
EIF3B RPL22
EIF3B VIM
EIF3B KPNB1
EIF3B HNRNPD
EIF3B SSRP1
EIF3B GNAI2
EIF3B TNPO1
EIF3B HSP90AA1
EIF3B RAN
EIF3B RPS10
EIF3B UPF2
HLA-B TRIB3
HLA-B MCM3
HLA-B PDIA3
HLA-B CALR
HLA-B SET
HLA-B MAPRE1
HLA-B VCP
HLA-B NAP1L1
HLA-B PPIB
HLA-B CRK
HLA-B ANXA2
HLA-B PDCD6IP
HLA-B UBE2D3
HLA-B DHX9
HLA-B DNAJA1
HLA-B SNX3
HLA-B SMC3
HLA-B PSMA7
HLA-B RHOA
HLA-B BTF3
HLA-B HNRNPM
HLA-B PA2G4
HLA-B PSMD2
HLA-B RAB7A
HLA-B PSMA6
HLA-B FHL1
HLA-B PFKP
HLA-B PFKL
HLA-B HLA-A
HLA-B CD81
HLA-B UBA2
HLA-B HPRT1
HLA-B PSMC6
HLA-B PCBP1
HLA-B MIF
HLA-B GANAB
HLA-B DYNLL1
HLA-B FSCN1
HLA-B SNRPA1
HLA-B PPP2CB
HLA-B WDR48
HLA-B STMN1
HLA-B PSMD13
HLA-B PSMD1
HLA-B PSMB4
HLA-B NASP
HLA-B CLIC1
HLA-B NUTF2
HLA-B CSDE1
HLA-B RAB2A
HLA-B RAB1B
HLA-B DAD1
HLA-B S100A11
HLA-B TAGLN2
HLA-B CSF1
HLA-B SEC23A
HLA-B DYNLRB1
HLA-B SDHA
HLA-B SNRPB2
HLA-B CALM2
HLA-B RAB14
HLA-B NUDC
HLA-B HLA-C
HLA-B SOD2
HLA-B TAPBP
HLA-B TAP2
HLA-B PNP
HLA-B SAR1A
HLA-B TRMT112
HLA-B SEC11A
HLA-B SBDS
HLA-B C11orf58
HLA-B HLA-B
VIM MAP3K3
VIM RELA
VIM PTK2
VIM CDKN1A
VIM HSPA8
VIM HSPD1
VIM YWHAG
VIM GSK3B
VIM SMAD3
VIM NFATC2
VIM ARRB1
VIM ANXA2
VIM HNRNPA2B1
VIM HNRNPD
VIM HSP90AA1
VIM HTRA2
VIM FABP4
VIM VIM
VIM HMG20B
VIM PLEC
VIM SIRPA
VIM RABAC1
VIM RPL22
VIM PSMC5
VIM PSMD7
VIM PUF60
VIM SERBP1
VIM PDLIM1
VIM SPTAN1
VIM ATN1
VIM PECAM1
VIM RIF1
VIM CASP3
VIM GNAI2
VIM KPNB1
VIM RERE
VIM CASP7
VIM TXN
VIM DYNLL1
VIM NUP85
VIM PRKCH
VIM MAFG
VIM RPS10
VIM YWHAE
VIM ROCK1
VIM DNM1L
VIM TNPO1
VIM GOPC
VIM ANXA7
VIM TRIM16
VIM SSRP1
VIM RAN
VIM TRIOBP
VIM NR1H2
VIM TJP1
VIM BHLHE40
VIM SUMO3
VIM PPP1R18
VIM KIFC3
VIM IP6K1
RPS17 MYC
RPS17 LUC7L2
RPS17 NAP1L1
RPS17 ILF2
RPS17 ARRB1
RPS17 DHX9
RPS17 TOP1
RPS17 HNRNPM
RPS17 ILF3
RPS17 RPL22
RPS17 RPS10
RPS17 RC3H1
RPS17 RPL26
RPS17 NUDC
RPS17 RPL36A
RPS17 SCYL2
RPS17 BRIX1
RPS17 PWP1
KIF13A NCK1
KIAA2026 CDC42
SAV1 NEDD4
SAV1 LATS2
SAV1 AKAP8
SAV1 RASSF1
SAV1 CSNK1E
SAV1 SAV1
CLU PDIA3
CLU HSP90B1
CLU HSPD1
CLU CLU
CLU TGFBR2
CLU BCL2L1
CLU HSPA5
CLU HYOU1
CLU WNK1
CLU ZNF24
CLU C7
GNA12 ARHGEF12
GNA12 HSP90AA1
GNA12 RHOA
GNA12 TBXA2R
GNA12 PPP2R1A
GNA12 ITGAV
GNA12 GNA12
PTK2 RELA
PTK2 PLCG1
PTK2 PTPN11
PTK2 BCAR1
PTK2 CRK
PTK2 PXN
PTK2 NCK1
PTK2 TLN1
PTK2 FYN
PTK2 YES1
PTK2 PTK2
PTK2 CBL
PTK2 ASAP1
PTK2 PIK3R3
PTK2 ITGAV
PTK2 NASP
PTK2 TRIO
PTK2 GSK3B
PTK2 SHC1
PTK2 TNFRSF1A
PTK2 DDX17
PTK2 APC
