CLPS PNLIP
NDRG1 SGK1
NDRG1 DLST
NDRG1 ACSL3
NDRG1 SEC23A
NDRG1 CNDP2
NDRG1 MAOA
NDRG1 PSMC2
CTRC GIPC2
TMBIM6 TRAF6
TMBIM6 BCL2L1
TMBIM6 ADIPOR2
TMBIM6 SLC12A7
TMBIM6 IER3
TMBIM6 GJA5
TMBIM6 SLC7A1
TMBIM6 PVR
TMBIM6 TMBIM6
TMBIM6 ENPP4
TMBIM6 SLC41A3
TMBIM6 MFSD14B
TMBIM6 ESAM
TMBIM6 CD300LG
TMBIM6 SCN3B
REST TRIM28
REST NCL
REST SMARCC2
REST HDAC5
REST SMARCE1
REST SIN3B
REST NRP1
REST SYNCRIP
REST ALYREF
REST FOXK2
MT1A ARRB1
MT1A GNAI1
SEC61B HSPA8
SEC61B BCAP31
SEC61B TNFRSF1A
SEC61B SEC61A1
SEC61B TRAM1
RANBP9 JUN
RANBP9 HIPK2
RANBP9 NR3C1
RANBP9 CCND1
RANBP9 SHC1
RANBP9 YWHAG
RANBP9 SMAD3
RANBP9 APC
RANBP9 PPARG
RANBP9 SMAD2
RANBP9 MAX
RANBP9 HBP1
RANBP9 ARRB1
RANBP9 TRAF6
RANBP9 SOS1
RANBP9 BRAF
RANBP9 CDK11B
RANBP9 PRKACA
RANBP9 WNK1
RANBP9 SMAD9
RANBP9 RAN
RANBP9 RMND5A
RANBP9 RANBP9
RANBP9 ENTPD1
RANBP9 NSRP1
RANBP9 MEF2C
RANBP9 TMEM50A
RANBP9 MPHOSPH8
RANBP9 RNPS1
FOXK2 HDAC2
FOXK2 IRF2
FOXK2 TBL1XR1
FOXK2 MTA2
FOXK2 KANSL1
FOXK2 ASXL1
AKT1 EP300
AKT1 CTNNB1
AKT1 CDKN1A
AKT1 SMAD3
AKT1 CREBBP
AKT1 PLCG1
AKT1 BECN1
AKT1 AKTIP
AKT1 TRIB3
AKT1 HSP90AA1
AKT1 BRAF
AKT1 RPS6KB1
AKT1 GSK3B
AKT1 MAP3K11
AKT1 PKN2
AKT1 FOXO1
AKT1 NOTCH1
AKT1 CDC37
AKT1 IKBKB
AKT1 GSK3A
AKT1 NEDD4
AKT1 TRIM13
AKT1 CALM1
AKT1 ASXL1
AKT1 PPP2CA
AKT1 RICTOR
AKT1 VCP
AKT1 HSPA8
AKT1 GNB1
AKT1 SKI
AKT1 VIM
AKT1 DDX5
AKT1 NOS3
AKT1 FOXO3
AKT1 PRKDC
AKT1 APPL1
AKT1 BCL10
AKT1 AKT1
AKT1 STK3
AKT1 CD81
AKT1 RARA
AKT1 CCDC88A
AKT1 DAB2IP
AKT1 TRAF6
AKT1 RGCC
AKT1 PIK3CA
AKT1 XIAP
AKT1 FOXO4
AKT1 GRB10
AKT1 ALYREF
AKT1 PLEKHO1
AKT1 CDKN1C
AKT1 SNAI1
AKT1 TBK1
AKT1 SRPK2
AKT1 KMT2D
AKT1 PFKP
AKT1 GJA1
AKT1 SIRPA
AKT1 CDC42
AKT1 CSNK2A1
AKT1 CSNK2A2
AKT1 RNF11
AKT1 ACIN1
AKT1 WNK1
AKT1 CFLAR
AKT1 HSP90AB1
AKT1 EDC3
AKT1 SMAD7
AKT1 DLC1
AKT1 S1PR1
AKT1 PEA15
AKT1 SORBS2
AKT1 NUAK1
AKT1 TAL1
AKT1 APLP2
AKT1 NDRG2
AKT1 ILF3
AKT1 TBC1D4
AKT1 ADRB2
AKT1 PPP2R1A
AKT1 AHNAK
AKT1 TBC1D1
AKT1 GATA2
AKT1 CARHSP1
AKT1 HTRA2
AKT1 SMAD2
AKT1 KHSRP
AKT1 CREB1
AKT1 CDK2
AKT1 CASP3
AKT1 SMAD4
AKT1 RAC1
AKT1 ITGB3
AKT1 XAF1
MSANTD2 STRN4
RFLNB ZBTB16
RHEB APPBP2
RHEB RAP1A
RHEB PSEN2
RHEB RAB7A
RHEB BNIP3
RHEB RNF152
RHEB ARL6IP1
RHEB A2M
RHEB CREB3
SH2B3 PLCG1
SH2B3 SH2B3
KANK1 YWHAG
KANK1 YWHAQ
KANK1 YWHAE
KANK1 YWHAH
PDE9A BAG3
PDE9A CDC37
PDE9A SDCBP
PDE9A KANK2
PDE9A PDE9A
PDE9A CLK1
PDE9A NAA38
PDE9A ADCY4
PDE9A NPR1
RICTOR KRAS
RICTOR GSK3B
RICTOR RPS6KB1
RICTOR NRAS
RICTOR PRR5L
RICTOR SGK1
RICTOR ELAVL1
RICTOR IKBKB
RICTOR GSK3A
RICTOR YWHAE
RICTOR YWHAB
RICTOR HSPA1B
ZBTB16 MAP3K3
ZBTB16 GATA2
ZBTB16 EP300
ZBTB16 HBEGF
ZBTB16 RARA
ZBTB16 HDAC5
ZBTB16 SIN3B
ZBTB16 ZBTB16
ZBTB16 BCL6
ZBTB16 RUNX1T1
ZBTB16 SUMO1
ZBTB16 TIMP1
ZBTB16 MTDH
ZBTB16 LSM2
ZBTB16 NR3C1
ZBTB16 WDR33
ZBTB16 ANXA7
ZBTB16 CDKN1A
ZBTB16 IL6
ZBTB16 SP1
ZBTB16 PSMD2
ZBTB16 CCDC85B
ZBTB16 DPM1
ZBTB16 ZNF24
ZBTB16 PNRC2
ZBTB16 CDK2
ZBTB16 SMAD3
ZBTB16 TXNIP
ZBTB16 EPN1
ZBTB16 EIF2S2
ZBTB16 CD81
ZBTB16 PSMD11
ZBTB16 HDAC2
ZBTB16 PLSCR1
ZBTB16 HDAC7
ZBTB16 DLST
ZBTB16 SPOP
ZBTB16 MEOX2
ZBTB16 PIBF1
ZBTB16 KIFC3
ZBTB16 CTDSP1
ZBTB16 MYLIP
ZBTB16 AMOTL2
ZBTB16 PRKAR1B
ITGB3 PTK2
ITGB3 ITGB1
ITGB3 SHC1
ITGB3 NUMB
ITGB3 KDR
ITGB3 THBS1
ITGB3 ITGAV
ITGB3 TLN1
ITGB3 ADAM15
ITGB3 F11R
ITGB3 TGM2
ITGB3 PXN
ITGB3 PECAM1
ITGB3 RGS12
ITGB3 TNS2
ITGB3 PLPP3
ITGB3 GULP1
ITGB3 FLNB
ITGB3 ITGB3
ITGB3 CCN3
ITGB3 CD9
ITGB3 NID1
ITGB3 LAMA4
ITGB3 DAB2
ITGB3 ICAM4
ITGB3 FN1
ITGB3 SLC3A2
ITGB3 FBLN2
ITGB3 RABGAP1
DHX40 USP7
DHX40 G3BP1
DHX40 NUDCD1
SYNJ2BP USHBP1
SYNJ2BP RALBP1
SYNJ2BP ELOVL7
SYNJ2BP TMEM242
RASSF3 DAXX
RASSF3 MAP1LC3B
RASSF3 STK3
RASSF3 SAV1
RASSF3 ITPRIP
ZNF451 SUMO2
ZNF451 CDC5L
ZNF451 CREB1
ZNF451 MPP5
ZNF451 CALCOCO2
ZNF451 PRPF40A
ZNF451 ZNF467
PAK2 MYC
PAK2 MCM3
PAK2 GAPDH
PAK2 EP300
PAK2 RAC1
PAK2 TRIM28
PAK2 CALR
PAK2 MAPK3
PAK2 CTTN
PAK2 FYN
PAK2 ANXA2
PAK2 MT2A
PAK2 EIF4G1
PAK2 VIM
PAK2 BTF3
PAK2 CASP3
PAK2 KDM2A
PAK2 BRAF
PAK2 CDC42
PAK2 SORBS3
PAK2 RHOJ
PAK2 MYH10
PAK2 YES1
PAK2 NCK1
PAK2 SORBS2
PAK2 MYLK
PAK2 DST
PAK2 PSMA2
PAK2 UBE2V1
PAK2 RNF2
PAK2 GANAB
PAK2 PSMD13
PAK2 RAP1B
PAK2 NUDC
PAK2 PAK2
PAK2 CALD1
PAK2 AK2
PAK2 P4HB
PAK2 PSMB7
PAK2 SORBS1
PAK2 SH3RF3
PAK2 CSDE1
PAK2 PGRMC1
PAK2 MYL9
PAK2 SOD2
PAK2 ABI2
PSMD4 MYC
PSMD4 PSMA3
PSMD4 HSPA8
PSMD4 VCP
PSMD4 ELOC
PSMD4 NAP1L1
PSMD4 HSPA5
PSMD4 NEDD4
PSMD4 TRAF6
PSMD4 MSH6
PSMD4 SEM1
PSMD4 PSMA7
PSMD4 PSMD2
PSMD4 PSMA6
PSMD4 RAD23A
PSMD4 RBCK1
PSMD4 PSMC6
PSMD4 PSME2
PSMD4 HSPA2
PSMD4 PSMC5
PSMD4 ID1
PSMD4 PSMB5
PSMD4 PSMD13
PSMD4 NUB1
PSMD4 PSMD7
PSMD4 ADRM1
PSMD4 PSMD1
PSMD4 PSMC2
PSMD4 TXNL1
PSMD4 PSMA2
PSMD4 PSMC3
PSMD4 PSMD12
PSMD4 PSMD11
PSMD4 PSMC4
PSMD4 PSMB7
PSMD4 PSMB4
PSMD4 PSMB2
PSMD4 PSMA4
PSMD4 PSMD4
PSMD4 UBB
PSMD4 HLA-B
PSMD4 NEDD8
PSMD4 PELO
PSMD4 CSRNP2
HACE1 RAC1
HACE1 UBE2L3
HACE1 OPTN
HACE1 HACE1
HACE1 PLXNA2
PPRC1 ELOC
PPRC1 GAB1
PPRC1 PPRC1
RRN3 CSNK2A1
RRN3 SET
RRN3 CDK2
RRN3 MAPK3
RRN3 MYO1C
RRN3 RPS6KA3
RRN3 PRKAA1
RRN3 PPP2R2A
RRN3 TAF1C
PRKACA MAP3K3
PRKACA SRF
PRKACA RARA
PRKACA RELA
PRKACA CTNNB1
PRKACA PLCG1
PRKACA TRIP10
PRKACA NR3C1
PRKACA CCND1
PRKACA CAV1
PRKACA HSPD1
PRKACA GSK3B
PRKACA MAPRE1
PRKACA NOS3
PRKACA APC
PRKACA CREB1
PRKACA IRF2
PRKACA TAL1
PRKACA NFATC1
PRKACA DYRK1A
PRKACA FOXO1
PRKACA SNAI1
PRKACA NOLC1
PRKACA CFL1
PRKACA ADRB2
PRKACA RAP1A
PRKACA FYN
PRKACA IQGAP1
PRKACA PRKAR1A
PRKACA CBX3
PRKACA POU2F1
PRKACA HNRNPD
PRKACA HSP90AA1
PRKACA SMARCA5
PRKACA VIM
PRKACA RHOA
PRKACA GSK3A
PRKACA CSNK1A1
PRKACA CUX1
PRKACA ATF2
PRKACA PRKAR2A
PRKACA BRAF
PRKACA TBXA2R
PRKACA PRKAR1B
PRKACA AKAP1
PRKACA GPR161
PRKACA ARFGEF3
PRKACA PSMC5
PRKACA EEF2K
PRKACA LIPE
PRKACA NPR1
PRKACA AVPR2
PRKACA PPP1R9B
PRKACA NR5A2
PRKACA RASGRP3
PRKACA AKAP12
PRKACA SGK1
PRKACA PTBP1
PRKACA GNA13
PRKACA KCNN2
PRKACA GJA5
PRKACA CIITA
PRKACA SPTBN1
PRKACA KDELR1
PRKACA TGM2
PRKACA PRKACA
PRKACA NUP85
PRKACA SUN2
PRKACA MEF2C
PRKACA TEAD1
PRKACA IFNAR1
PRKACA CAMKK2
PRKACA LASP1
PRKACA PFKL
PRKACA ADD1
PRKACA CAPN2
PRKACA MYLK
PRKACA NFE2L1
PRKACA FGF2
PRKACA ARHGDIA
PRKACA ITPKB
PRKACA DNM1L
PRKACA RAP1B
PRKACA HLA-A
PRKACA ATP1A1
PRKACA STMN1
PRKACA CCDC88A
PRKACA PPP1R14A
PRKACA BCAM
PRKACA STOM
PRKACA ACLY
PRKACA SLC9A3R2
PRKACA ABCB1
TPM3 JUN
TPM3 IFIT3
TPM3 SMAD3
TPM3 CDK2
TPM3 HSP90AA1
TPM3 HSP90AB1
TPM3 KXD1
TPM3 TPM1
TPM3 TPM3
TPM3 MCC
TPM3 HLA-B
TPM3 KIFC3
TPM3 BCAR3
TPM3 IKBIP
TPM3 PSMC5
TPM3 NUP54
TPM3 CAVIN3
ZNF281 MYC
ZNF281 GSK3B
ZNF281 PPP6R3
ZNF281 KMT2D
ZNF281 MED19
ZNF281 KMT2C
MAX SMAD4
MAX BANP
MAX CSNK2A1
MAX MYC
MAX LMNA
MAX EP300
MAX HIF1A
MAX SMAD3
MAX CBX3
MAX E2F6
MAX RYBP
MAX MXD4
MAX SPAG9
MAX TEAD1
MAX MAX
MAX RNF2
MAX YAF2
MAX CSNK2A2
MAX PSMD7
MAX ZBTB17
MAX DST
MAX HNRNPA2B1
MAX SHANK3
MAX HK1
MAX ARHGEF2
MAX HDAC5
MAX CASP7
MAX CUX1
MAX UNC45A
MAX PFKP
MAX HIP1
MAX PALMD
MAX GABBR1
MAX SETX
MAX MPHOSPH8
MAX TAF1
C4orf3 CALM1
C4orf3 ARL13B
C4orf3 PLEKHO1
C4orf3 GJA5
C4orf3 TIMMDC1
C4orf3 DEGS1
C4orf3 MFSD14B
C4orf3 SLC41A3
C4orf3 CCRL2
C4orf3 FAM174A
C4orf3 SLCO3A1
RFTN2 MEOX2
MED19 MED1
MED19 LMNA
MED19 HSPD1
MED19 POLR2A
MED19 DDB1
MED19 NOLC1
MED19 NFKBIA
MED19 MED28
MED19 POLR2H
MED19 KPNA2
MED19 DNAJA1
MED19 NUMA1
MED19 HNRNPM
MED19 NONO
MED19 NEDD9
MED19 RBM39
MED19 MED12
MED19 MED24
MED19 MED10
MED19 EIF4A1
MED19 OSTF1
MED19 AFF4
MED19 MED31
MED19 DDX21
MED19 SNRPD1
MED19 PNN
MED19 MED15
MED19 MED13
MED19 PTBP1
MED19 MED4
MED19 POLR2L
MED19 KANK2
MED19 RNPS1
MED19 ZCCHC10
MED19 ACIN1
MED19 PPIG
MED19 PRPF4B
MED19 DDX50
MED19 U2SURP
MED19 SMC4
MED19 MED19
MED19 CMSS1
MED19 DDX52
MED19 POLR2I
MED19 DHRS7B
MAGI1 CTNNB1
MAGI1 RAC1
MAGI1 DAG1
MAGI1 KIF1B
MAGI1 FCHSD2
MAGI1 NET1
MAGI1 SYNPO
MAGI1 ACTN4
MAGI1 ATN1
MAGI1 PTPN14
MAGI1 BZW1
MAGI1 WBP2
MAGI1 RPS6KA3
CREB3 JUN
CREB3 APPBP2
CREB3 APH1A
CREB3 BCL2L1
CREB3 IKBKB
CREB3 NAA10
CREB3 BNIP2
CREB3 TRAM1
CREB3 FDPS
CREB3 BNIP3
CREB3 GJA1
CREB3 MPZL1
CREB3 STX6
CREB3 SLC29A1
CREB3 SLC2A3
CREB3 CREB3
CREB3 APOD
CREB3 AQP1
CREB3 MALL
CREB3 CLEC1A
CREB3 FXYD6
CREB3 LAPTM4A
CREB3 TM4SF1
CREB3 BCAP29
CREB3 PLLP
CREB3 SLC41A3
CREB3 CEBPG
CREB3 SRGN
CREB3 TSPAN7
CREB3 FAM3C
CREB3 UBE2J1
CREB3 KRTCAP2
CREB3 BTN2A2
CREB3 LAPTM4B
CREB3 VKORC1
CREB3 ICAM4
CREB3 SLC50A1
CREB3 SFXN3
CREB3 UNC50
CREB3 CYSLTR1
CREB3 FAM174A
CREB3 SLC39A1
CREB3 EPHX1
CREB3 TMEM204
CREB3 TAP1
CREB3 TMEM14C
CREB3 ATP5PF
CREB3 CYBRD1
CREB3 TSPAN15
CREB3 HLA-DRA
CREB3 TM6SF1
CREB3 SEC61G
CREB3 ZNF271P
CREB3 FAM177A1
CREB3 PNLIPRP1
CREB3 SERINC1
CREB3 ACSL5
CREB3 TMEM115
CREB3 SYNGR2
CREB3 IGFBP5
CREB3 TSPAN6
CREB3 CLDN11
ZNF423 SMAD4
ZNF423 RARA
ZNF423 USP7
ZNF423 SMAD1
ZNF423 WNK1
ZNF423 EBF1
ZNF423 CEP290
ZNF423 EBF3
ZNF423 MEF2C
ZNF423 RARB
LYVE1 UBE2J1
LYVE1 THSD7A
MT2A JUN
MT2A SP1
MT2A ADAMTS4
TIMP3 KDR
TIMP3 ADAM17
TIMP3 MMP14
PCMTD2 ELOC
CCT4 MAP3K3
CCT4 RELA
CCT4 MYC
CCT4 PPP4C
CCT4 CDK9
CCT4 TUBG1
CCT4 STAU1
CCT4 PPP2CA
CCT4 MEPCE
CCT4 TBK1
CCT4 TUBA1B
CCT4 PPP2CB
CCT4 CCT5
CCT4 CCT3
CCT4 CCT6A
CCT4 STRN
CCT4 STRN3
CCT4 ACTA2
PPP1R10 SUMO1
PPP1R10 JUN
PPP1R10 WDR82
PPP1R10 TERF2IP
PPP1R10 TOX4
PPP1R10 PPP1R10
SOX18 HMGB1
SOX18 MEF2C
EXT1 OSTF1
EXT1 EXT2
EXT1 EXT1
WASF2 CSNK2A1
WASF2 FYN
WASF2 CDC42
WASF2 BAIAP2
WASF2 ZDHHC17
WASF2 ABI2
WASF2 ACTR3
WASF2 ACTR2
WASF2 NCKAP1
WASF2 CYFIP1
WASF2 BRK1
WASF2 WASF2
PDZD2 ERBIN
PDZD2 PKP4
PDZD2 CST3
NFYB SP1
NFYB MYC
NFYB EP300
NFYB CEBPZ
NFYB POLE4
NFYB TGFBR2
NFYB CIITA
NFYB EPHX1
NFYB YBX3
NFYB TBC1D9
NFYB CTSL
NFYB MEOX2
ANKRD12 MEOX2
CPB1 YWHAG
HNRNPL RARA
HNRNPL PSMA3
HNRNPL MBNL1
HNRNPL ILF2
HNRNPL NCL
HNRNPL TRAF6
HNRNPL HNRNPK
HNRNPL DHX9
HNRNPL HNRNPA2B1
HNRNPL TOP1
HNRNPL HSP90AB1
HNRNPL ELAVL1
HNRNPL SF3B1
HNRNPL ILF3
HNRNPL YWHAE
HNRNPL DFFA
HNRNPL MCF2L
HNRNPL CSE1L
HNRNPL RPL17
HNRNPL SYNCRIP
HNRNPL CFLAR
HNRNPL SGK1
HNRNPL UPF1
HNRNPL PTBP1
HNRNPL PCBP2
HNRNPL HNRNPL
HNRNPL CAND1
HNRNPL NPLOC4
HNRNPL LPP
HNRNPL LSM14A
HNRNPL RPL26
HNRNPL DDX18
HNRNPL HMG20B
HNRNPL SLC25A3
HNRNPL SYNE1
HNRNPL TNFRSF14
HNRNPL GTPBP4
HNRNPL MOV10
HNRNPL TMBIM4
HNRNPL MYLK
HNRNPL ZNF143
HNRNPL PUF60
PCM1 HERC2
PCM1 GSK3B
PCM1 TUBG1
PCM1 CEP350
PCM1 USP9X
PCM1 HAUS1
PCM1 YWHAE
PCM1 ABI2
PCM1 MIB1
PCM1 MED4
PCM1 LCA5
PCM1 CEP170
PCM1 PIBF1
PCM1 LUZP1
PCM1 TPGS1
PCM1 IFT20
PCM1 CSNK1E
PCM1 CEP135
PCM1 DYNLL1
PCM1 CEP290
PCM1 RALBP1
PPFIA3 PPFIA1
PPFIA3 CAST
PPFIA3 PPFIBP1
PPFIA3 PPP2CA
PPFIA3 PPP2R1A
PPFIA3 PPP2CB
PPFIA3 SORBS3
PPFIA3 PPP1R13B
PPFIA3 PPFIA3
NANS HSP90AB1
NANS ASS1
HNRNPUL2 ERG
HNRNPUL2 MEPCE
KMT5B YWHAG
KMT5B YWHAQ
U2SURP MYC
U2SURP CDC5L
U2SURP HSPD1
U2SURP DDX5
U2SURP DDX17
U2SURP SNRNP70
U2SURP DHX9
U2SURP SRSF1
U2SURP SNW1
U2SURP SF3B1
U2SURP SYF2
U2SURP TRA2B
U2SURP TBC1D4
U2SURP SPEN
U2SURP RBM25
U2SURP SRRM2
U2SURP RBM39
U2SURP ALYREF
U2SURP SRSF11
U2SURP PRPF40A
U2SURP SNRPD3
U2SURP SNRPD1
U2SURP SRRM1
U2SURP MFAP1
U2SURP SNRPB
U2SURP PPM1G
U2SURP SRSF9
U2SURP ISY1
U2SURP BUD31
U2SURP SNRPF
U2SURP SNRNP40
U2SURP PRPF8
U2SURP MOV10
U2SURP DHX15
U2SURP DDX23
U2SURP SNRPA1
U2SURP NUDT21
U2SURP PHF5A
U2SURP DHX38
U2SURP HMG20B
U2SURP IK
U2SURP SF3B2
U2SURP TRIR
U2SURP RNPS1
U2SURP SF3A2
U2SURP SF3A3
U2SURP SNRPE
U2SURP RBM8A
U2SURP SNU13
U2SURP SRSF2
U2SURP LSM2
U2SURP PRPF3
U2SURP SNRPG
U2SURP SF3B6
U2SURP PUF60
U2SURP SLU7
U2SURP RBM17
U2SURP CWC15
U2SURP ACIN1
U2SURP SRSF4
U2SURP PRPF4B
U2SURP RBM5
U2SURP SNRPB2
U2SURP SNRNP27
U2SURP DDX46
U2SURP SMNDC1
U2SURP LUC7L3
U2SURP CFAP20
BCAP31 KRAS
BCAP31 BCL2L1
BCAP31 ACTG1
BCAP31 VAMP3
BCAP31 HLA-A
BCAP31 BCAP29
BCAP31 BCAP31
BCAP31 MYH10
BCAP31 TRAM1
BCAP31 LMAN1
BCAP31 CYB5A
BCAP31 HLA-B
BCAP31 PKD2
BCAP31 CASP3
BCAP31 TIMMDC1
PRKAR1A MAP1LC3B
PRKAR1A SET
PRKAR1A GSK3B
PRKAR1A SMAD2
PRKAR1A CDK2
PRKAR1A DYRK1A
PRKAR1A NCL
PRKAR1A PRKAR1B
PRKAR1A AKAP1
PRKAR1A PRKAR1A
PRKAR1A AKAP11
PRKAR1A PJA2
PRKAR1A RANBP2
PRKAR1A TAF15
PRKAR1A WNK1
PRKAR1A HLA-A
PRKAR1A RPS17
PRKAR1A PRPF40A
PRKAR1A BRD7
PRKAR1A SSRP1
PRKAR1A SPTBN1
PRKAR1A PAM
PRKAR1A GABARAPL1
PRKAR1A PPP1R12A
PRKAR1A NUAK1
PRKAR1A GPR161
PRKAR1A BAHD1
PRKAR1A CHMP4B
PRKAR1A HUWE1
PRKAR1A SPART
A2M CDKN1A
A2M NOS3
A2M IFIT3
A2M HSPA5
A2M CDC42
A2M PDGFB
A2M RAD23A
A2M NUDT21
A2M RAP1B
A2M ANXA7
A2M TNFRSF14
A2M C11orf58
A2M PDGFA
A2M ADAMTS1
A2M IFIT5
POMP PSMA3
POMP PSMA7
POMP PSMA6
POMP PSMB9
POMP PSMA2
POMP PSMB7
POMP PSMA4
POMP PSMB2
POMP PSMB4
POMP PSMB5
POMP PSMB8
POMP PSMG2
POMP POMP
TMEM242 MTIF3
TMEM242 TMBIM1
TMEM242 MFSD6
TMEM242 HSD17B11
HNRNPK SUMO2
HNRNPK CTNNB1
HNRNPK MYC
HNRNPK PSMA3
HNRNPK DDX1
HNRNPK CDC5L
HNRNPK CDK9
HNRNPK DDX5
HNRNPK CDK2
HNRNPK ARRB1
HNRNPK MAPK3
HNRNPK NCL
HNRNPK FYN
HNRNPK KHDRBS1
HNRNPK PTBP1
HNRNPK HNRNPK
HNRNPK RBM42
HNRNPK RBM7
HNRNPK NPDC1
HNRNPK KHDRBS3
HNRNPK RBMX
HNRNPK QKI
HNRNPK SORBS3
HNRNPK PCBP2
HNRNPK HMGB1
HNRNPK MEPCE
HNRNPK PCBP1
HNRNPK SNU13
HNRNPK SNRNP70
HNRNPK SYNCRIP
HNRNPK HNRNPA0
HNRNPK RAB7A
HNRNPK ELAVL1
HNRNPK HNRNPD
HNRNPK SPG7
HNRNPK ABI2
HNRNPK RASD1
HNRNPK YTHDC1
HNRNPK FBXO7
HNRNPK RIOK1
HNRNPK SNRPB2
HNRNPK RBM8A
HNRNPK RANBP2
HNRNPK TOP1
HNRNPK PRMT2
HNRNPK FRG1
HNRNPK LSM2
HNRNPK SNRPD1
HNRNPK SF3B1
HNRNPK SRSF1
HNRNPK PNN
HNRNPK SNRPF
HNRNPK SNRPD3
HNRNPK ALYREF
HNRNPK SNRNP40
HNRNPK DDX23
HNRNPK SNRPB
HNRNPK SF3B2
HNRNPK SREK1
HNRNPK SRRM2
HNRNPK SNRPG
HNRNPK DHX38
HNRNPK CWC15
HNRNPK ISY1
HNRNPK PRPF8
HNRNPK SNW1
HNRNPK SLU7
HNRNPK SF3A3
HNRNPK HNRNPR
HNRNPK HNRNPM
HNRNPK SNRPA1
HNRNPK PRPF4B
HNRNPK ZNF792
HNRNPK MEF2C
HNRNPK WBP4
HNRNPK SF3A2
HNRNPK HNRNPA2B1
HNRNPK SRSF3
HNRNPK TLN1
HNRNPK SYF2
HNRNPK MARK4
HNRNPK SRRM1
HNRNPK SNRPE
HNRNPK RALY
HNRNPK RPH3AL
ICA1 MYC
ICA1 RAB2A
SETD5 CCDC85B
SETD5 SORBS3
SETD5 CALCOCO2
SNRPB BANP
SNRPB PSMA3
SNRPB CDC5L
SNRPB HSPD1
SNRPB DDX5
SNRPB POLR2A
SNRPB DDX17
SNRPB SP3
SNRPB SNRNP70
SNRPB DHX9
SNRPB SRSF1
SNRPB HNRNPA2B1
SNRPB SNW1
SNRPB HNRNPM
SNRPB NONO
SNRPB SF3B1
SNRPB SYF2
SNRPB TRA2B
SNRPB SPEN
SNRPB LGALS1
SNRPB RBM25
SNRPB SRRM2
SNRPB RBM39
SNRPB SYNCRIP
SNRPB ALYREF
SNRPB MEPCE
SNRPB SRSF11
SNRPB PRPF40A
SNRPB SNRPD3
SNRPB SNRPD1
SNRPB PNN
SNRPB SRRM1
SNRPB HNRNPR
SNRPB MFAP1
SNRPB LSM2
SNRPB EXOSC8
SNRPB PRPF8
SNRPB SF3A2
SNRPB SNRPE
SNRPB SNRPB2
SNRPB SNRNP27
SNRPB SRSF2
SNRPB RBM8A
SNRPB RBMX
SNRPB PHF5A
SNRPB FRG1
SNRPB PRPF3
SNRPB ACIN1
SNRPB PPM1G
SNRPB SNRPF
SNRPB SF3B6
SNRPB SNRNP40
SNRPB SNU13
SNRPB RBM17
SNRPB DDX23
SNRPB MOV10
SNRPB LUC7L3
SNRPB STXBP3
SNRPB SF3A3
SNRPB DHX38
SNRPB SLU7
SNRPB GIGYF2
SNRPB RNPS1
SNRPB CFAP20
SNRPB SNRPB
SNRPB SMNDC1
SNRPB CWC15
SNRPB BUD31
SNRPB DHX15
SNRPB PRPF4B
SNRPB SRSF9
SNRPB PUF60
SNRPB DDX46
SNRPB WBP4
SNRPB SNRPA1
SNRPB IK
SNRPB SNRPG
SNRPB SF3B2
SNRPB SFPQ
SNRPB CALCOCO2
SNRPB HMG20B
SNRPB TRIR
SNRPB NUDT21
SNRPB SRSF4
SNRPB RALY
SNRPB SNRNP48
SNRPB RBPMS
SNRPB ISY1
SNRPB FAM168B
SNRPB PLEKHB2
SNRPB ZNF143
MGP BMP2
RALBP1 JUN
RALBP1 RAC1
RALBP1 NUMB
RALBP1 EPN1
RALBP1 HSP90AA1
RALBP1 SMARCE1
RALBP1 AP2A2
RALBP1 RALB
RALBP1 RALA
RALBP1 HSF1
RALBP1 GSE1
RALBP1 AMOTL2
RALBP1 UBB
RALBP1 TBRG1
RALBP1 ZBTB38
RALBP1 TNIP1
RALBP1 KANK2
RALBP1 PPP1R13B
MSRB3 BANP
MSRB3 CTBP2
MSRB3 FAM168B
GDI1 RAB7A
GDI1 CDC42
GDI1 RAB1A
GDI1 RAB10
GDI1 RAB5C
GDI1 RAB1B
GDI1 RAB35
GDI1 RAB14
GDI1 RAB12
GDI1 RABAC1
GDI1 HLA-B
GDI1 GNL1
GDI1 FBXO11
GDI1 LNX1
GDI1 SPOP
STX2 STX12
STX2 PCGF2
STX2 VAPB
STX2 SNAP23
STX2 VAMP3
STX2 STX6
STX2 STXBP3
STX2 STX4
STX2 UNC13B
STX2 VAMP5
STX2 GIMAP5
STX2 STX2
STX2 APOL2
FERMT2 SMURF1
FERMT2 FHL1
ARL6IP4 ETS1
ARL6IP4 PIK3R3
ARL6IP4 ARL6IP4
ARL6IP4 RBM39
ARL6IP4 SRSF11
ARL6IP4 HPRT1
ARL6IP4 SREK1
PPP1R35 CDK2
GTF2A2 TAF11
GTF2A2 TAF1
GTF2A2 HSF1
GTF2A2 TBPL1
GTF2A2 TAF7
GTF2A2 TAF13
GTF2A2 TAF3
GTF2A2 GTF2A1
GTF2A2 GTF2A2
YLPM1 USP7
YLPM1 NONO
YLPM1 PRPF40A
YLPM1 WDR48
YLPM1 BMP1
YLPM1 SRGAP2
PDCD5 CSNK2A1
PDCD5 UBE2D3
PDCD5 TUBG1
PDCD5 NUDT3
PDCD5 YAF2
PDCD5 MCC
PDCD5 TCEAL1
PDCD5 HLA-B
PDCD5 RIF1
ZBTB17 CREBBP
ZBTB17 MYC
ZBTB17 EP300
